ID,First Name,Second Name,Team,Gameweek Pts,Gameweek price change,Gameweek net transfer,Fixture1,Fixture2,Fixture3,Fixture4,Fixture5,Total Difficulty,Average Difficulty
17,Granit,Xhaka,Arsenal,0,-1,-35634,"WHU,2","CAR,2","NEW,3","EVE,2","WAT,2",11,2.2
18,Henrikh,Mkhitaryan,Arsenal,12,1,294036,"WHU,2","CAR,2","NEW,3","EVE,2","WAT,2",11,2.2
19,Reiss,Nelson,Arsenal,0,0,-3742,"WHU,2","CAR,2","NEW,3","EVE,2","WAT,2",11,2.2
20,Ainsley,Maitland-Niles,Arsenal,0,0,-5160,"WHU,2","CAR,2","NEW,3","EVE,2","WAT,2",11,2.2
21,Danny,Welbeck,Arsenal,0,0,-1739,"WHU,2","CAR,2","NEW,3","EVE,2","WAT,2",11,2.2
22,Alexandre,Lacazette,Arsenal,1,-1,-39499,"WHU,2","CAR,2","NEW,3","EVE,2","WAT,2",11,2.2
23,Pierre-Emerick,Aubameyang,Arsenal,2,0,-81450,"WHU,2","CAR,2","NEW,3","EVE,2","WAT,2",11,2.2
450,Lucas,Torreira,Arsenal,1,0,-10860,"WHU,2","CAR,2","NEW,3","EVE,2","WAT,2",11,2.2
451,Matteo,Guendouzi,Arsenal,2,0,50516,"WHU,2","CAR,2","NEW,3","EVE,2","WAT,2",11,2.2
24,Asmir,Begovic,Bournemouth,3,0,992,"EVE,2","CHE,4","LEI,3","BUR,3","CRY,2",14,2.8
25,Artur,Boruc,Bournemouth,0,0,-10824,"EVE,2","CHE,4","LEI,3","BUR,3","CRY,2",14,2.8
26,Simon,Francis,Bournemouth,1,0,-2028,"EVE,2","CHE,4","LEI,3","BUR,3","CRY,2",14,2.8
27,Steve,Cook,Bournemouth,14,1,242300,"EVE,2","CHE,4","LEI,3","BUR,3","CRY,2",14,2.8
28,Charlie,Daniels,Bournemouth,2,0,-65908,"EVE,2","CHE,4","LEI,3","BUR,3","CRY,2",14,2.8
29,Adam,Smith,Bournemouth,2,0,1457,"EVE,2","CHE,4","LEI,3","BUR,3","CRY,2",14,2.8
30,Tyrone,Mings,Bournemouth,0,0,-888,"EVE,2","CHE,4","LEI,3","BUR,3","CRY,2",14,2.8
31,Nathan,Aké,Bournemouth,2,0,-8077,"EVE,2","CHE,4","LEI,3","BUR,3","CRY,2",14,2.8
32,Jack,Simpson,Bournemouth,0,0,-14751,"EVE,2","CHE,4","LEI,3","BUR,3","CRY,2",14,2.8
34,Marc,Pugh,Bournemouth,0,0,-2791,"EVE,2","CHE,4","LEI,3","BUR,3","CRY,2",14,2.8
35,Andrew,Surman,Bournemouth,2,0,-1673,"EVE,2","CHE,4","LEI,3","BUR,3","CRY,2",14,2.8
36,Junior,Stanislas,Bournemouth,0,0,-279,"EVE,2","CHE,4","LEI,3","BUR,3","CRY,2",14,2.8
37,Dan,Gosling,Bournemouth,1,0,-422,"EVE,2","CHE,4","LEI,3","BUR,3","CRY,2",14,2.8
38,Jordon,Ibe,Bournemouth,0,0,-4054,"EVE,2","CHE,4","LEI,3","BUR,3","CRY,2",14,2.8
39,Lewis,Cook,Bournemouth,1,-1,-1064,"EVE,2","CHE,4","LEI,3","BUR,3","CRY,2",14,2.8
40,Ryan,Fraser,Bournemouth,6,0,91700,"EVE,2","CHE,4","LEI,3","BUR,3","CRY,2",14,2.8
41,Emerson,Hyndman,Bournemouth,0,0,-402,"EVE,2","CHE,4","LEI,3","BUR,3","CRY,2",14,2.8
42,David,Brooks,Bournemouth,2,0,1870,"EVE,2","CHE,4","LEI,3","BUR,3","CRY,2",14,2.8
43,Callum,Wilson,Bournemouth,6,1,188883,"EVE,2","CHE,4","LEI,3","BUR,3","CRY,2",14,2.8
44,Lys,Mousset,Bournemouth,0,0,-1357,"EVE,2","CHE,4","LEI,3","BUR,3","CRY,2",14,2.8
45,Joshua,King,Bournemouth,1,-1,-91214,"EVE,2","CHE,4","LEI,3","BUR,3","CRY,2",14,2.8
46,Jermain,Defoe,Bournemouth,0,-1,-6617,"EVE,2","CHE,4","LEI,3","BUR,3","CRY,2",14,2.8
473,Diego,Rico,Bournemouth,0,0,-162,"EVE,2","CHE,4","LEI,3","BUR,3","CRY,2",14,2.8
494,Jefferson,Lerma,Bournemouth,0,0,-1353,"EVE,2","CHE,4","LEI,3","BUR,3","CRY,2",14,2.8
47,Mathew,Ryan,Brighton,1,0,-15882,"LIV,5","FUL,2","SOU,2","TOT,4","MCI,5",18,3.6
48,Lewis,Dunk,Brighton,1,0,-23716,"LIV,5","FUL,2","SOU,2","TOT,4","MCI,5",18,3.6
49,Shane,Duffy,Brighton,7,0,2812,"LIV,5","FUL,2","SOU,2","TOT,4","MCI,5",18,3.6
50,Bruno,Saltor Grau,Brighton,0,0,-1998,"LIV,5","FUL,2","SOU,2","TOT,4","MCI,5",18,3.6
51,Gaëtan,Bong,Brighton,1,0,-176,"LIV,5","FUL,2","SOU,2","TOT,4","MCI,5",18,3.6
52,Markus,Suttner,Brighton,0,0,-29328,"LIV,5","FUL,2","SOU,2","TOT,4","MCI,5",18,3.6
53,Ezequiel,Schelotto,Brighton,0,0,-8431,"LIV,5","FUL,2","SOU,2","TOT,4","MCI,5",18,3.6
54,Leon,Balogun,Brighton,1,0,-406,"LIV,5","FUL,2","SOU,2","TOT,4","MCI,5",18,3.6
55,Anthony,Knockaert,Brighton,5,0,523,"LIV,5","FUL,2","SOU,2","TOT,4","MCI,5",18,3.6
56,Dale,Stephens,Brighton,2,0,-38997,"LIV,5","FUL,2","SOU,2","TOT,4","MCI,5",18,3.6
57,Beram,Kayal,Brighton,1,0,-248,"LIV,5","FUL,2","SOU,2","TOT,4","MCI,5",18,3.6
58,Solomon,March,Brighton,5,0,1422,"LIV,5","FUL,2","SOU,2","TOT,4","MCI,5",18,3.6
59,Pascal,Groß,Brighton,10,0,-16010,"LIV,5","FUL,2","SOU,2","TOT,4","MCI,5",18,3.6
60,Davy,Pröpper,Brighton,2,0,-549,"LIV,5","FUL,2","SOU,2","TOT,4","MCI,5",18,3.6
61,José Heriberto,Izquierdo Mena,Brighton,0,-1,-1438,"LIV,5","FUL,2","SOU,2","TOT,4","MCI,5",18,3.6
62,Glenn,Murray,Brighton,5,0,2231,"LIV,5","FUL,2","SOU,2","TOT,4","MCI,5",18,3.6
63,Tomer,Hemed,Brighton,0,-1,-1452,"LIV,5","FUL,2","SOU,2","TOT,4","MCI,5",18,3.6
64,Sam,Baldock,Brighton,0,0,-2294,"LIV,5","FUL,2","SOU,2","TOT,4","MCI,5",18,3.6
65,Jürgen,Locadia,Brighton,1,0,-473,"LIV,5","FUL,2","SOU,2","TOT,4","MCI,5",18,3.6
66,Florin,Andone,Brighton,0,0,-480,"LIV,5","FUL,2","SOU,2","TOT,4","MCI,5",18,3.6
179,David,Button,Brighton,0,0,-2475,"LIV,5","FUL,2","SOU,2","TOT,4","MCI,5",18,3.6
439,Jason,Steele,Brighton,0,0,-1006,"LIV,5","FUL,2","SOU,2","TOT,4","MCI,5",18,3.6
440,Bernardo,Fernandes da Silva Junior,Brighton,0,0,-1347,"LIV,5","FUL,2","SOU,2","TOT,4","MCI,5",18,3.6
466,Yves,Bissouma,Brighton,0,0,-255,"LIV,5","FUL,2","SOU,2","TOT,4","MCI,5",18,3.6
476,Alireza,Jahanbakhsh,Brighton,0,-1,-8893,"LIV,5","FUL,2","SOU,2","TOT,4","MCI,5",18,3.6
503,Martín,Montoya,Brighton,1,0,-158,"LIV,5","FUL,2","SOU,2","TOT,4","MCI,5",18,3.6
67,Tom,Heaton,Burnley,0,0,-417,"FUL,2","MUN,4","WOL,2","BOU,3","CAR,2",13,2.6
68,Nick,Pope,Burnley,0,0,-2533,"FUL,2","MUN,4","WOL,2","BOU,3","CAR,2",13,2.6
69,Matthew,Lowton,Burnley,1,0,-4973,"FUL,2","MUN,4","WOL,2","BOU,3","CAR,2",13,2.6
70,Ben,Mee,Burnley,1,0,-21094,"FUL,2","MUN,4","WOL,2","BOU,3","CAR,2",13,2.6
71,Stephen,Ward,Burnley,0,0,-13898,"FUL,2","MUN,4","WOL,2","BOU,3","CAR,2",13,2.6
72,James,Tarkowski,Burnley,7,0,17228,"FUL,2","MUN,4","WOL,2","BOU,3","CAR,2",13,2.6
73,Kevin,Long,Burnley,0,-1,-4954,"FUL,2","MUN,4","WOL,2","BOU,3","CAR,2",13,2.6
74,Charlie,Taylor,Burnley,1,0,-829,"FUL,2","MUN,4","WOL,2","BOU,3","CAR,2",13,2.6
75,Phil,Bardsley,Burnley,0,0,-1005,"FUL,2","MUN,4","WOL,2","BOU,3","CAR,2",13,2.6
76,Johann Berg,Gudmundsson,Burnley,5,0,-5119,"FUL,2","MUN,4","WOL,2","BOU,3","CAR,2",13,2.6
77,Steven,Defour,Burnley,0,0,-129,"FUL,2","MUN,4","WOL,2","BOU,3","CAR,2",13,2.6
78,Jeff,Hendrick,Burnley,2,0,-667,"FUL,2","MUN,4","WOL,2","BOU,3","CAR,2",13,2.6
79,Robbie,Brady,Burnley,0,0,-283,"FUL,2","MUN,4","WOL,2","BOU,3","CAR,2",13,2.6
80,Ashley,Westwood,Burnley,2,0,16284,"FUL,2","MUN,4","WOL,2","BOU,3","CAR,2",13,2.6
81,Jonathan,Walters,Burnley,0,-1,-380,"FUL,2","MUN,4","WOL,2","BOU,3","CAR,2",13,2.6
82,Jack,Cork,Burnley,2,0,-5388,"FUL,2","MUN,4","WOL,2","BOU,3","CAR,2",13,2.6
83,Aaron,Lennon,Burnley,2,0,-783,"FUL,2","MUN,4","WOL,2","BOU,3","CAR,2",13,2.6
84,Sam,Vokes,Burnley,1,0,-6437,"FUL,2","MUN,4","WOL,2","BOU,3","CAR,2",13,2.6
85,Ashley,Barnes,Burnley,1,-1,-7914,"FUL,2","MUN,4","WOL,2","BOU,3","CAR,2",13,2.6
86,Nahki,Wells,Burnley,0,0,-7715,"FUL,2","MUN,4","WOL,2","BOU,3","CAR,2",13,2.6
87,Chris,Wood,Burnley,2,0,-3158,"FUL,2","MUN,4","WOL,2","BOU,3","CAR,2",13,2.6
485,Anders,Lindegaard,Burnley,0,0,-481,"FUL,2","MUN,4","WOL,2","BOU,3","CAR,2",13,2.6
490,Joe,Hart,Burnley,2,0,9688,"FUL,2","MUN,4","WOL,2","BOU,3","CAR,2",13,2.6
491,Ben,Gibson,Burnley,0,0,-2546,"FUL,2","MUN,4","WOL,2","BOU,3","CAR,2",13,2.6
495,Matej,Vydra,Burnley,0,0,-1219,"FUL,2","MUN,4","WOL,2","BOU,3","CAR,2",13,2.6
33,Harry,Arter,Cardiff,2,0,-738,"HUD,2","ARS,4","CHE,4","MCI,5","BUR,3",18,3.6
88,Neil,Etheridge,Cardiff,16,0,113334,"HUD,2","ARS,4","CHE,4","MCI,5","BUR,3",18,3.6
89,Alex,Smithies,Cardiff,0,0,-706,"HUD,2","ARS,4","CHE,4","MCI,5","BUR,3",18,3.6
90,Sean,Morrison,Cardiff,6,0,-1210,"HUD,2","ARS,4","CHE,4","MCI,5","BUR,3",18,3.6
91,Sol,Bamba,Cardiff,6,0,-49,"HUD,2","ARS,4","CHE,4","MCI,5","BUR,3",18,3.6
92,Bruno,Ecuele Manga,Cardiff,6,0,250,"HUD,2","ARS,4","CHE,4","MCI,5","BUR,3",18,3.6
93,Matthew,Connolly,Cardiff,0,0,-6344,"HUD,2","ARS,4","CHE,4","MCI,5","BUR,3",18,3.6
94,Joe,Bennett,Cardiff,8,0,9556,"HUD,2","ARS,4","CHE,4","MCI,5","BUR,3",18,3.6
95,Lee,Peltier,Cardiff,0,0,-21195,"HUD,2","ARS,4","CHE,4","MCI,5","BUR,3",18,3.6
96,Ashley Darel Jazz,Richards,Cardiff,0,0,-3090,"HUD,2","ARS,4","CHE,4","MCI,5","BUR,3",18,3.6
97,Greg,Halford,Cardiff,0,0,-92,"HUD,2","ARS,4","CHE,4","MCI,5","BUR,3",18,3.6
98,Joe,Ralls,Cardiff,3,0,-2083,"HUD,2","ARS,4","CHE,4","MCI,5","BUR,3",18,3.6
99,David Junior,Hoilett,Cardiff,3,-1,-4725,"HUD,2","ARS,4","CHE,4","MCI,5","BUR,3",18,3.6
100,Nathaniel,Mendez-Laing,Cardiff,1,0,-478,"HUD,2","ARS,4","CHE,4","MCI,5","BUR,3",18,3.6
101,Callum,Paterson,Cardiff,1,-1,-1258,"HUD,2","ARS,4","CHE,4","MCI,5","BUR,3",18,3.6
102,Aron,Gunnarsson,Cardiff,0,0,-8196,"HUD,2","ARS,4","CHE,4","MCI,5","BUR,3",18,3.6
103,Anthony,Pilkington,Cardiff,0,0,-1277,"HUD,2","ARS,4","CHE,4","MCI,5","BUR,3",18,3.6
104,Loïc,Damour,Cardiff,0,0,-278,"HUD,2","ARS,4","CHE,4","MCI,5","BUR,3",18,3.6
105,Danny,Ward,Cardiff,0,0,-1723,"HUD,2","ARS,4","CHE,4","MCI,5","BUR,3",18,3.6
106,Josh,Murphy,Cardiff,3,0,-656,"HUD,2","ARS,4","CHE,4","MCI,5","BUR,3",18,3.6
107,Kenneth,Zohore,Cardiff,2,-1,-94,"HUD,2","ARS,4","CHE,4","MCI,5","BUR,3",18,3.6
108,Omar,Bogle,Cardiff,0,0,-1686,"HUD,2","ARS,4","CHE,4","MCI,5","BUR,3",18,3.6
109,Gary,Madine,Cardiff,0,0,-4949,"HUD,2","ARS,4","CHE,4","MCI,5","BUR,3",18,3.6
110,Bobby,Reid,Cardiff,1,0,-6508,"HUD,2","ARS,4","CHE,4","MCI,5","BUR,3",18,3.6
467,Greg,Cunninghamm,Cardiff,0,-1,-555,"HUD,2","ARS,4","CHE,4","MCI,5","BUR,3",18,3.6
504,Víctor,Camarasa,Cardiff,2,0,536,"HUD,2","ARS,4","CHE,4","MCI,5","BUR,3",18,3.6
111,Thibaut,Courtois,Chelsea,0,0,-7698,"NEW,3","BOU,3","CAR,2","WHU,3","LIV,4",15,3.0
112,Willy,Caballero,Chelsea,0,-1,-812,"NEW,3","BOU,3","CAR,2","WHU,3","LIV,4",15,3.0
113,César,Azpilicueta,Chelsea,4,0,-51145,"NEW,3","BOU,3","CAR,2","WHU,3","LIV,4",15,3.0
114,Gary,Cahill,Chelsea,0,-1,-10034,"NEW,3","BOU,3","CAR,2","WHU,3","LIV,4",15,3.0
115,Marcos,Alonso,Chelsea,13,1,373068,"NEW,3","BOU,3","CAR,2","WHU,3","LIV,4",15,3.0
116,David,Luiz Moreira Marinho,Chelsea,1,0,-11643,"NEW,3","BOU,3","CAR,2","WHU,3","LIV,4",15,3.0
117,Victor,Moses,Chelsea,0,-1,-36491,"NEW,3","BOU,3","CAR,2","WHU,3","LIV,4",15,3.0
118,Antonio,Rüdiger,Chelsea,1,0,-10818,"NEW,3","BOU,3","CAR,2","WHU,3","LIV,4",15,3.0
119,Andreas,Christensen,Chelsea,0,-1,-10433,"NEW,3","BOU,3","CAR,2","WHU,3","LIV,4",15,3.0
120,Davide,Zappacosta,Chelsea,0,0,-2295,"NEW,3","BOU,3","CAR,2","WHU,3","LIV,4",15,3.0
121,Emerson,Palmieri dos Santos,Chelsea,0,-1,-1168,"NEW,3","BOU,3","CAR,2","WHU,3","LIV,4",15,3.0
122,Eden,Hazard,Chelsea,4,0,34962,"NEW,3","BOU,3","CAR,2","WHU,3","LIV,4",15,3.0
123,Cesc,Fàbregas,Chelsea,0,0,-9914,"NEW,3","BOU,3","CAR,2","WHU,3","LIV,4",15,3.0
124,Willian,Borges Da Silva,Chelsea,2,0,-51449,"NEW,3","BOU,3","CAR,2","WHU,3","LIV,4",15,3.0
125,Pedro,Rodríguez Ledesma,Chelsea,8,1,207531,"NEW,3","BOU,3","CAR,2","WHU,3","LIV,4",15,3.0
126,N'Golo,Kanté,Chelsea,2,0,25747,"NEW,3","BOU,3","CAR,2","WHU,3","LIV,4",15,3.0
127,Ross,Barkley,Chelsea,1,0,-1621,"NEW,3","BOU,3","CAR,2","WHU,3","LIV,4",15,3.0
128,Daniel,Drinkwater,Chelsea,0,-1,-1007,"NEW,3","BOU,3","CAR,2","WHU,3","LIV,4",15,3.0
129,Tiemoué,Bakayoko,Chelsea,0,0,-2866,"NEW,3","BOU,3","CAR,2","WHU,3","LIV,4",15,3.0
130,Ethan,Ampadu,Chelsea,0,0,-260,"NEW,3","BOU,3","CAR,2","WHU,3","LIV,4",15,3.0
131,Callum,Hudson-Odoi,Chelsea,0,-1,-10318,"NEW,3","BOU,3","CAR,2","WHU,3","LIV,4",15,3.0
132,Ruben,Loftus-Cheek,Chelsea,0,-1,-8004,"NEW,3","BOU,3","CAR,2","WHU,3","LIV,4",15,3.0
133,Olivier,Giroud,Chelsea,1,-1,-22835,"NEW,3","BOU,3","CAR,2","WHU,3","LIV,4",15,3.0
134,Álvaro,Morata,Chelsea,6,0,70227,"NEW,3","BOU,3","CAR,2","WHU,3","LIV,4",15,3.0
459,Jorge Luiz,Frello Filho,Chelsea,2,0,44079,"NEW,3","BOU,3","CAR,2","WHU,3","LIV,4",15,3.0
496,Tammy,Abraham,Chelsea,0,0,-1227,"NEW,3","BOU,3","CAR,2","WHU,3","LIV,4",15,3.0
498,Kepa,Arrizabalaga,Chelsea,2,0,2567,"NEW,3","BOU,3","CAR,2","WHU,3","LIV,4",15,3.0
499,Mateo,Kovacic,Chelsea,1,0,-5657,"NEW,3","BOU,3","CAR,2","WHU,3","LIV,4",15,3.0
135,Wayne,Hennessey,Crystal Palace,2,0,23699,"WAT,3","SOU,2","HUD,2","NEW,3","BOU,3",13,2.6
136,Julian,Speroni,Crystal Palace,0,0,-32787,"WAT,3","SOU,2","HUD,2","NEW,3","BOU,3",13,2.6
137,Vicente,Guaita,Crystal Palace,0,-1,-1239,"WAT,3","SOU,2","HUD,2","NEW,3","BOU,3",13,2.6
138,James,Tomkins,Crystal Palace,1,0,-26045,"WAT,3","SOU,2","HUD,2","NEW,3","BOU,3",13,2.6
139,Scott,Dann,Crystal Palace,0,0,-67,"WAT,3","SOU,2","HUD,2","NEW,3","BOU,3",13,2.6
140,Martin,Kelly,Crystal Palace,0,0,-24358,"WAT,3","SOU,2","HUD,2","NEW,3","BOU,3",13,2.6
141,Jeffrey,Schlupp,Crystal Palace,2,0,57873,"WAT,3","SOU,2","HUD,2","NEW,3","BOU,3",13,2.6
142,Patrick,van Aanholt,Crystal Palace,0,0,-3947,"WAT,3","SOU,2","HUD,2","NEW,3","BOU,3",13,2.6
143,Mamadou,Sakho,Crystal Palace,1,0,-1202,"WAT,3","SOU,2","HUD,2","NEW,3","BOU,3",13,2.6
144,Jairo,Riedewald,Crystal Palace,0,0,-355,"WAT,3","SOU,2","HUD,2","NEW,3","BOU,3",13,2.6
145,Aaron,Wan-Bissaka,Crystal Palace,-2,0,5198,"WAT,3","SOU,2","HUD,2","NEW,3","BOU,3",13,2.6
146,Jason,Puncheon,Crystal Palace,0,0,-3047,"WAT,3","SOU,2","HUD,2","NEW,3","BOU,3",13,2.6
147,James,McArthur,Crystal Palace,2,0,-6941,"WAT,3","SOU,2","HUD,2","NEW,3","BOU,3",13,2.6
148,Bakary,Sako,Crystal Palace,0,0,-276,"WAT,3","SOU,2","HUD,2","NEW,3","BOU,3",13,2.6
149,Andros,Townsend,Crystal Palace,2,0,-8789,"WAT,3","SOU,2","HUD,2","NEW,3","BOU,3",13,2.6
150,Luka,Milivojevic,Crystal Palace,2,-1,-53954,"WAT,3","SOU,2","HUD,2","NEW,3","BOU,3",13,2.6
151,Wilfried,Zaha,Crystal Palace,2,0,10452,"WAT,3","SOU,2","HUD,2","NEW,3","BOU,3",13,2.6
152,Christian,Benteke,Crystal Palace,2,0,-3791,"WAT,3","SOU,2","HUD,2","NEW,3","BOU,3",13,2.6
153,Alexander,Sørloth,Crystal Palace,1,0,-778,"WAT,3","SOU,2","HUD,2","NEW,3","BOU,3",13,2.6
412,Cheikhou,Kouyaté,Crystal Palace,0,-1,-2487,"WAT,3","SOU,2","HUD,2","NEW,3","BOU,3",13,2.6
441,Joel,Ward,Crystal Palace,1,0,-1328,"WAT,3","SOU,2","HUD,2","NEW,3","BOU,3",13,2.6
442,Jaroslaw,Jach,Crystal Palace,0,0,-304,"WAT,3","SOU,2","HUD,2","NEW,3","BOU,3",13,2.6
443,Pape,Souaré,Crystal Palace,0,0,-516,"WAT,3","SOU,2","HUD,2","NEW,3","BOU,3",13,2.6
444,Connor,Wickham,Crystal Palace,0,0,-1037,"WAT,3","SOU,2","HUD,2","NEW,3","BOU,3",13,2.6
477,Sullay,Kaikai,Crystal Palace,0,0,-613,"WAT,3","SOU,2","HUD,2","NEW,3","BOU,3",13,2.6
486,Max,Meyer,Crystal Palace,1,-1,-4707,"WAT,3","SOU,2","HUD,2","NEW,3","BOU,3",13,2.6
505,Jordan,Ayew,Crystal Palace,0,0,-3467,"WAT,3","SOU,2","HUD,2","NEW,3","BOU,3",13,2.6
154,Jordan,Pickford,Everton,3,0,-44585,"BOU,3","HUD,2","WHU,2","ARS,4","FUL,2",13,2.6
155,Maarten,Stekelenburg,Everton,0,0,-6922,"BOU,3","HUD,2","WHU,2","ARS,4","FUL,2",13,2.6
156,Leighton,Baines,Everton,2,0,-7243,"BOU,3","HUD,2","WHU,2","ARS,4","FUL,2",13,2.6
157,Seamus,Coleman,Everton,2,0,-18284,"BOU,3","HUD,2","WHU,2","ARS,4","FUL,2",13,2.6
158,Phil,Jagielka,Everton,0,-1,-10302,"BOU,3","HUD,2","WHU,2","ARS,4","FUL,2",13,2.6
159,Ashley,Williams,Everton,0,0,-935,"BOU,3","HUD,2","WHU,2","ARS,4","FUL,2",13,2.6
160,Mason,Holgate,Everton,2,0,1182,"BOU,3","HUD,2","WHU,2","ARS,4","FUL,2",13,2.6
161,Jonjoe,Kenny,Everton,0,-1,-1241,"BOU,3","HUD,2","WHU,2","ARS,4","FUL,2",13,2.6
162,Michael,Keane,Everton,2,0,-7374,"BOU,3","HUD,2","WHU,2","ARS,4","FUL,2",13,2.6
163,Cuco,Martina,Everton,0,0,-2493,"BOU,3","HUD,2","WHU,2","ARS,4","FUL,2",13,2.6
164,Theo,Walcott,Everton,13,0,61424,"BOU,3","HUD,2","WHU,2","ARS,4","FUL,2",13,2.6
165,Yannick,Bolasie,Everton,0,-1,-2662,"BOU,3","HUD,2","WHU,2","ARS,4","FUL,2",13,2.6
166,James,McCarthy,Everton,0,0,-125,"BOU,3","HUD,2","WHU,2","ARS,4","FUL,2",13,2.6
167,Morgan,Schneiderlin,Everton,4,0,-4301,"BOU,3","HUD,2","WHU,2","ARS,4","FUL,2",13,2.6
168,Idrissa,Gueye,Everton,2,0,-2160,"BOU,3","HUD,2","WHU,2","ARS,4","FUL,2",13,2.6
169,Tom,Davies,Everton,2,-1,-923,"BOU,3","HUD,2","WHU,2","ARS,4","FUL,2",13,2.6
170,Ademola,Lookman,Everton,0,0,-1819,"BOU,3","HUD,2","WHU,2","ARS,4","FUL,2",13,2.6
171,Davy,Klaassen,Everton,0,0,-85,"BOU,3","HUD,2","WHU,2","ARS,4","FUL,2",13,2.6
172,Gylfi,Sigurdsson,Everton,2,-1,-17893,"BOU,3","HUD,2","WHU,2","ARS,4","FUL,2",13,2.6
173,Nikola,Vlasic,Everton,0,0,-376,"BOU,3","HUD,2","WHU,2","ARS,4","FUL,2",13,2.6
174,Beni,Baningime,Everton,0,0,-188,"BOU,3","HUD,2","WHU,2","ARS,4","FUL,2",13,2.6
175,Dominic,Calvert-Lewin,Everton,1,-1,-8187,"BOU,3","HUD,2","WHU,2","ARS,4","FUL,2",13,2.6
176,Oumar,Niasse,Everton,1,-1,-6341,"BOU,3","HUD,2","WHU,2","ARS,4","FUL,2",13,2.6
177,Cenk,Tosun,Everton,2,0,-44414,"BOU,3","HUD,2","WHU,2","ARS,4","FUL,2",13,2.6
393,Richarlison,de Andrade,Everton,9,2,586123,"BOU,3","HUD,2","WHU,2","ARS,4","FUL,2",13,2.6
469,Kevin,Mirallas,Everton,0,0,-198,"BOU,3","HUD,2","WHU,2","ARS,4","FUL,2",13,2.6
470,Sandro,Ramírez,Everton,0,-1,-1407,"BOU,3","HUD,2","WHU,2","ARS,4","FUL,2",13,2.6
484,Lucas,Digne,Everton,0,-1,-30694,"BOU,3","HUD,2","WHU,2","ARS,4","FUL,2",13,2.6
506,Yerry,Mina,Everton,0,0,-20597,"BOU,3","HUD,2","WHU,2","ARS,4","FUL,2",13,2.6
507,Bernard,Anício Caldeira Duarte,Everton,0,0,-3939,"BOU,3","HUD,2","WHU,2","ARS,4","FUL,2",13,2.6
508,André Filipe,Tavares Gomes,Everton,0,0,-5113,"BOU,3","HUD,2","WHU,2","ARS,4","FUL,2",13,2.6
526,Kurt,Zouma,Everton,0,0,471,"BOU,3","HUD,2","WHU,2","ARS,4","FUL,2",13,2.6
9,Calum,Chambers,Fulham,1,0,-6750,"BUR,3","BHA,3","MCI,5","WAT,2","EVE,3",16,3.2
178,Marcus,Bettinelli,Fulham,0,0,-1262,"BUR,3","BHA,3","MCI,5","WAT,2","EVE,3",16,3.2
180,Tim,Ream,Fulham,0,-1,-3041,"BUR,3","BHA,3","MCI,5","WAT,2","EVE,3",16,3.2
181,Denis,Odoi,Fulham,0,0,-855,"BUR,3","BHA,3","MCI,5","WAT,2","EVE,3",16,3.2
182,Tom,Cairney,Fulham,2,-1,-14128,"BUR,3","BHA,3","MCI,5","WAT,2","EVE,3",16,3.2
183,Kevin,McDonald,Fulham,0,0,-2169,"BUR,3","BHA,3","MCI,5","WAT,2","EVE,3",16,3.2
184,Ryan,Sessegnon,Fulham,5,-1,-28495,"BUR,3","BHA,3","MCI,5","WAT,2","EVE,3",16,3.2
