Entry,Name,Total points,Gameweek Points,Gameweek Hits,Rank,Last Rank,Player,Player,Player,Player,Player,Player,Player,Player,Player,Player,Player,Player,Player,Player,Player,Captain,V Captain,Bank amount,Team Value,Gameweek Transfers
3051133,Klop M'baku,339,65,0,30,101,400,356,267,247,251,370,253,393,480,417,280,445,167,145,95,280,253,0.7,101.4,0
3184065,Los Barlados,339,62,0,30,60,400,221,378,247,18,253,276,393,251,177,280,445,95,189,145,280,253,1.1,100.0,1
1682237,Rufus Smalls,339,81,0,34,909,24,247,115,72,432,251,370,393,417,280,43,454,295,28,330,280,24,0.3,101.3,0
1024407,Lallana’s in pjyamas,338,65,0,35,140,468,247,115,267,276,233,182,251,480,417,280,25,295,32,428,280,417,0.0,101.5,0
2963479,Victorious Secret,338,62,0,35,71,400,357,247,267,251,370,253,393,417,45,280,454,145,56,52,280,251,0.2,101.8,0
3460472,四季我請晒,338,59,0,35,36,260,267,246,115,357,393,251,433,480,280,257,454,184,150,138,280,251,0.3,101.9,0
3484792,الشنانه,338,64,0,35,101,468,267,357,115,164,251,18,459,275,257,280,136,156,209,52,280,251,2.7,99.3,0
29573,Wakanda,337,69,0,39,283,282,247,115,267,355,251,276,393,257,280,177,328,378,433,56,280,251,0.3,101.8,1
500194,TC FC,337,58,0,40,34,400,247,357,267,393,253,370,251,45,280,437,445,56,427,145,280,253,0.1,101.7,1
1716160,CBA FC,337,74,0,40,691,468,267,113,115,370,433,251,459,480,257,280,400,265,150,440,280,251,0.0,102.2,0
2992849,Oddi,337,51,0,40,16,260,247,115,72,393,253,251,276,433,280,480,400,153,140,32,280,251,0.8,101.1,0
12137,Legends team 96,337,49,0,43,12,468,115,267,157,393,253,125,297,391,45,280,329,151,28,141,280,253,0.0,101.9,0
2633702,CF Robinson Machado,337,44,0,43,3,260,247,267,28,253,393,251,125,280,177,151,445,95,182,145,280,253,0.3,101.5,0
3717337,HaysapRocky,337,80,0,43,1819,468,247,330,115,355,124,122,251,280,480,45,422,184,147,140,251,122,0.6,100.9,0
4473641,CR > Messi,337,65,0,43,151,468,267,357,115,245,433,251,126,122,280,305,509,273,145,189,280,468,0.8,101.0,1
3313612,Tinchy Sneijder,337,58,0,47,24,260,245,267,355,357,253,393,251,151,280,417,190,145,167,202,280,253,0.3,101.7,0
2144681,DieV,336,69,0,48,323,260,247,113,28,357,253,251,276,433,459,280,454,330,437,327,253,251,0.0,101.9,0
50908,R.U.P.E.,336,47,0,49,8,260,267,115,245,357,253,251,393,43,151,280,400,433,95,131,280,253,0.0,102.2,0
528905,Darzaldinho Utd,336,69,0,49,323,400,162,267,247,276,251,393,253,280,417,480,445,56,332,145,280,253,1.4,100.8,0
2217312,Caïds,336,51,0,49,19,445,247,267,220,251,276,393,253,417,280,43,400,459,95,145,280,253,0.4,101.6,0
4208167,yardoffsiders,336,69,0,49,341,445,247,267,116,40,253,251,393,233,45,280,400,480,145,53,280,253,0.0,102.3,0
2954515,Kanu+Benjani,336,58,0,53,47,260,267,246,115,18,122,459,251,280,177,151,454,28,447,423,280,267,1.4,100.6,1
626313,The nightman cometh,335,67,0,54,273,351,267,286,116,233,370,251,393,134,257,280,490,29,245,182,280,267,1.1,100.4,0
1206813,The Invincibles,335,60,0,54,81,468,267,247,115,393,276,122,18,251,280,177,25,145,32,189,280,276,0.4,102.0,0
791003,WUUUUUUH!,335,48,4,56,14,490,262,267,286,247,302,393,433,257,280,151,468,295,138,475,280,295,0.6,101.4,2
1034430,MT XI,335,62,0,56,124,454,220,247,72,393,302,251,184,280,257,151,2,357,456,335,280,251,0.3,100.7,0
1491986,GirlsTeam,335,62,0,56,124,260,267,247,357,150,251,393,432,257,280,45,490,142,145,478,280,257,0.0,101.5,0
3323079,alas smalling&jones,335,59,0,56,71,260,267,113,115,357,318,393,225,251,480,280,154,73,249,417,280,251,0.6,101.6,2
249342,Michael Schmeichel,335,63,0,60,142,400,286,247,267,393,276,253,251,45,280,480,445,138,145,131,280,253,0.3,101.4,1
809923,PJ AllSTARS,335,66,0,60,241,260,267,247,286,393,253,18,251,480,151,280,155,332,56,145,280,253,0.3,101.8,0
952961,The GOAT,335,71,0,60,553,282,115,72,247,393,251,150,184,280,151,257,490,433,286,330,280,251,0.2,101.3,1
3177977,Trepni,335,65,0,60,209,400,291,267,247,251,370,253,393,480,280,151,445,145,167,95,280,253,0.8,101.4,0
3462040,Pandora  F.C.,335,61,0,60,101,490,115,357,247,72,370,251,393,272,257,280,154,432,330,480,251,490,1.2,100.4,0
412017,Wenger In,334,60,0,65,101,400,247,357,267,253,393,251,370,151,280,45,445,145,167,95,280,253,0.3,101.6,0
4398604,Lalande F.C,334,56,0,65,44,260,247,267,357,145,393,251,433,253,417,280,155,151,182,138,280,253,0.9,101.0,0
265082,Bayer Neverloosen,334,69,0,67,476,490,247,267,357,18,393,251,253,480,151,280,25,28,339,145,280,253,0.3,101.7,0
614546,Rat pack,334,62,0,67,151,498,247,267,115,393,391,302,251,280,257,45,400,433,409,335,280,393,1.0,100.8,0
1754885,Asker Fc,334,71,0,67,691,260,115,357,267,182,253,251,254,280,480,45,179,145,199,95,253,280,1.9,100.1,0
3869553,lazaar,334,52,0,67,27,400,247,267,291,253,251,370,393,45,151,280,445,145,56,195,280,253,0.7,100.9,0
1386175,Phil FC,334,61,0,71,51,351,115,247,267,357,393,251,274,253,280,417,155,458,145,109,267,280,0.0,102.2,0
1809747,yodoods,333,83,0,72,5351,282,115,247,357,55,392,251,393,480,151,306,135,295,138,332,251,282,0.5,100.1,0
210910,Punt Baxter,333,70,0,73,662,490,247,267,378,393,253,251,370,45,280,417,454,95,56,145,280,417,2.3,99.7,0
1144008,Amiepj,333,59,0,73,92,468,145,115,72,393,126,251,253,151,177,280,454,28,433,378,280,253,2.0,98.8,0
1488004,VOLGARE,333,65,0,73,293,24,313,115,357,251,253,40,124,257,45,480,474,391,378,381,253,251,0.0,101.4,0
2918494,King is back,333,89,0,73,11682,282,113,356,330,247,122,251,164,43,257,280,136,392,80,427,280,122,0.2,101.3,1
3016758,Lallana’s in Pyjamas,333,66,0,73,341,468,357,115,330,220,253,251,459,458,122,280,25,145,189,347,280,122,0.0,101.4,0
119405,Christians picks,333,65,0,78,293,351,246,267,247,357,393,459,251,258,22,280,454,265,507,184,280,351,1.8,99.8,0
549389,England Tegar,333,61,0,78,151,490,247,267,286,253,393,251,370,151,280,45,445,95,56,145,280,253,0.1,102.0,0
2962564,Heineken United,333,59,0,78,101,260,115,355,267,247,253,393,433,364,280,417,400,126,145,189,280,253,0.3,101.6,0
3268650,SPARTANS,333,73,0,78,1118,282,115,247,267,459,251,253,393,417,45,280,190,427,458,335,280,253,0.3,101.3,0
3433265,Arsenal,333,74,0,78,1343,445,247,267,116,145,251,393,370,151,257,280,155,295,450,335,280,251,0.3,101.6,1
3497829,Pablo's hippos,333,53,0,78,33,400,247,357,267,370,253,393,251,280,480,45,445,95,56,145,280,253,0.0,102.1,0
454347,Anonimowi,332,62,0,84,209,260,246,142,286,267,378,167,253,251,280,396,25,295,131,189,280,251,0.0,101.8,0
1813759,Jumbosausages,332,51,0,85,28,400,247,145,267,276,253,251,233,393,43,280,47,151,427,335,280,253,0.3,101.9,0
2608167,AliFab FC,332,59,0,85,118,400,115,330,142,304,433,253,459,251,151,280,490,265,49,480,280,253,0.9,100.6,0
3781698,Gunners86,332,70,0,85,805,400,72,115,357,458,122,393,251,280,417,151,24,265,478,28,280,122,0.0,101.5,0
2751271,isaacs team,332,63,0,88,124,351,267,378,115,247,251,253,432,393,280,151,25,145,56,210,280,251,1.2,101.0,1
3420567,First week winner,331,59,0,89,141,490,247,162,267,355,393,365,251,234,280,417,24,317,32,187,280,234,2.3,98.5,0
427153,Inflated Balls,331,63,0,90,283,24,115,247,267,251,432,253,393,151,480,280,155,145,56,427,253,280,0.3,101.8,0
447889,DFC,331,66,0,90,476,445,267,247,72,253,251,393,370,45,280,417,136,126,332,196,280,253,0.2,101.9,1
896456,Abdelrahman Eid,331,65,0,90,407,260,115,267,247,56,253,172,251,280,417,45,136,95,410,145,280,253,1.4,101.0,0
2175987,FC 3HUNNA,331,60,0,90,179,454,267,247,286,253,150,393,251,151,417,280,190,145,410,54,280,253,1.9,100.2,0
4388512,Jaber Farah,331,66,4,90,476,490,162,378,267,433,365,251,393,43,280,177,1,270,247,145,280,270,0.7,102.0,2
5608,Matthew SC,331,58,0,95,124,260,291,267,247,393,370,251,253,392,45,280,190,480,95,145,280,253,0.1,102.4,0
215789,The IMMORTAL,331,57,0,95,101,260,247,27,267,393,251,253,40,433,280,417,190,151,48,145,280,253,0.4,102.0,0
219012,Connor Coadys Hair,331,54,0,95,51,260,246,267,116,125,253,251,164,40,437,280,490,423,480,145,253,164,0.0,102.2,0
355495,Tourette’s United,331,63,0,95,293,260,115,247,220,459,251,393,253,396,280,480,454,458,195,463,251,253,1.1,100.5,0
1487800,ZZ Top,331,56,0,95,87,400,247,267,286,253,251,393,432,480,280,45,445,27,145,131,280,253,0.1,101.8,0
1549914,Dathomir F. C.,331,62,0,95,247,400,286,267,247,251,370,253,393,45,417,280,445,95,167,145,280,253,0.0,101.7,0
1889352,Ahmed,331,46,0,95,19,282,115,72,246,433,393,276,251,480,43,280,154,220,184,330,280,251,0.1,101.6,0
2365477,Radioactive Man,331,63,0,95,293,260,247,267,115,432,253,393,251,98,280,151,445,483,145,189,280,253,0.0,102.2,0
3011089,GBarnes Utd,331,60,0,95,187,282,115,355,247,251,459,302,393,43,280,257,490,433,28,4,280,257,0.9,101.4,1
313463,mind_the_flow,331,65,0,104,209,498,247,267,286,251,370,276,253,393,45,280,155,145,209,335,280,267,0.0,102.2,0
2452956,Söders Guldkorn,331,54,0,104,60,468,267,247,115,286,276,251,393,167,177,280,445,145,124,480,280,251,3.8,98.8,1
1186572,teampospa,330,51,0,106,34,400,291,267,247,253,370,393,251,280,395,45,445,145,167,28,280,253,0.3,101.7,2
284712,betooo,330,71,0,107,1343,468,332,355,378,115,251,124,433,437,417,280,213,270,59,138,280,270,0.0,101.2,0
1978803,behdad11,330,54,0,107,64,260,115,357,286,276,251,253,393,437,45,280,439,334,427,433,280,253,0.0,101.1,1
4479389,GiroudLetTheDogsOut,330,72,0,107,1509,490,357,115,247,72,267,251,364,122,276,280,454,303,109,209,280,490,0.0,101.5,0
39522,-ROCK SOLID-,330,60,0,110,232,260,247,246,267,162,253,393,410,480,280,177,25,295,56,145,280,393,0.5,101.5,0
55609,The Garlanticos,330,57,0,110,124,24,286,247,267,302,253,276,251,45,280,480,25,95,145,56,280,253,0.4,101.6,0
92615,avishekYNWA,330,60,0,110,209,154,247,267,357,253,251,393,370,280,45,151,136,145,167,95,280,253,0.1,101.7,0
317371,@chris_taylor_4,330,64,0,110,407,282,247,267,380,276,233,251,253,393,280,417,136,95,145,189,280,276,0.2,102.0,0
329827,SILENCE KFI030214,330,60,0,110,209,260,115,70,247,393,365,40,251,280,417,43,47,465,265,28,280,251,0.0,102.1,0
363998,KENDALLS CLOWNS,330,60,0,110,209,282,247,267,116,286,393,253,276,251,45,280,155,56,145,109,280,253,0.0,101.7,0
418298,SLABHEAD XI,330,64,0,110,407,260,113,247,267,253,432,251,393,392,280,480,190,95,7,189,280,251,1.5,100.1,0
513532,Adomy,330,58,0,110,151,154,267,247,115,253,251,391,459,393,417,280,47,330,95,189,280,253,0.6,101.6,0
935431,Tikka Mo Salah,330,65,0,110,456,498,115,246,267,433,458,251,253,480,280,417,25,265,145,56,280,253,0.0,101.8,0
1067637,Give it to Kane,330,62,0,110,293,260,312,115,247,267,251,433,370,372,280,151,439,358,478,56,280,251,0.3,101.6,0
1840703,Manuk Phoenix,330,56,0,110,101,260,72,247,115,31,253,251,433,459,43,280,454,18,94,513,253,247,0.8,101.5,1
1884762,When Harry Met Alli,330,55,0,110,87,445,247,267,115,253,433,251,393,304,280,258,24,145,480,48,280,253,0.1,102.5,0
2684252,Fc Hasoon,330,55,0,110,87,400,267,115,247,253,393,251,433,276,151,280,445,145,427,189,280,253,0.4,101.7,1
3614956,MANUTD,330,60,0,110,209,445,267,291,247,393,251,253,370,280,151,45,400,95,145,167,280,253,0.9,101.5,0
2386561,elnagdy,330,58,0,124,71,282,113,247,357,115,18,433,393,251,280,177,468,265,410,480,280,282,0.6,101.7,1
4416372,Henderson To Deliver,330,65,0,124,529,260,378,247,115,357,390,459,251,393,257,280,155,265,434,417,280,257,0.1,101.8,0
196629,Hey Jude,329,73,8,126,2104,445,247,286,267,276,251,256,393,432,280,23,136,151,145,95,251,280,0.1,101.7,3
1068865,Vital Stars,329,63,0,127,391,468,116,286,247,18,393,251,364,151,280,417,155,142,432,28,280,251,0.0,102.0,0
1137764,Yeashafi,329,56,0,127,118,468,115,262,359,276,164,124,251,370,417,280,328,437,247,145,280,417,1.1,100.7,0
1299095,Klopp & Robbers,329,62,0,127,341,400,357,247,267,253,251,184,393,280,417,151,445,410,145,335,280,253,0.5,101.4,0
1805414,UTD,329,55,0,127,94,24,247,356,267,251,304,393,253,43,417,280,136,312,458,332,280,253,2.4,99.9,1
1978174,The H Team,329,64,0,127,476,400,247,267,291,251,370,253,393,417,151,280,445,167,145,95,280,253,0.4,101.6,0
3301121,Ynwa,329,62,0,127,341,454,357,115,247,275,251,433,393,59,257,280,136,151,145,427,280,251,0.0,101.2,0
3846896,yorks fc,329,61,0,127,273,445,115,267,247,393,447,253,251,370,280,45,400,215,70,209,280,253,0.2,101.6,0
44567,Bayern Bru,329,62,0,134,323,400,267,247,286,393,276,253,251,124,280,43,445,378,189,145,280,253,0.9,101.6,0
64137,Kad Jaganjci Uskisnu,329,60,0,134,247,468,113,267,247,433,122,393,253,280,480,45,190,145,483,131,280,122,0.0,101.6,1
170464,Portuguese man o war,329,69,0,134,1118,454,356,247,115,393,251,365,432,391,280,480,328,151,483,330,251,432,1.5,100.1,0
235395,Kylie Minogue,329,55,0,134,101,260,286,267,246,312,253,251,393,125,45,280,47,480,56,145,280,253,2.9,99.3,1
357142,Loser11,329,48,0,134,28,400,247,357,267,393,370,251,253,151,280,45,445,95,145,56,280,253,0.4,101.1,0
405844,The Verminator,329,67,0,134,889,282,247,142,267,253,370,98,393,251,45,280,190,258,145,95,280,253,0.0,102.3,1
828226,No Kane no Gain Lane,329,69,0,134,1118,454,247,157,267,286,370,251,253,393,280,45,190,151,145,410,280,253,0.0,102.4,0
1379519,Biancoverde Utd,329,54,0,134,87,260,115,247,28,475,276,125,251,393,177,280,445,357,480,503,280,251,0.3,101.8,0
3289197,Pihls11,329,53,0,134,71,400,247,70,115,267,433,253,126,393,280,257,47,152,18,145,280,253,0.3,101.6,0
3547063,Razz Raketer,329,64,0,134,476,260,247,115,286,246,393,251,459,480,280,417,400,295,184,145,280,295,0.2,101.4,0
4289579,vamos!,329,55,0,134,94,260,247,357,115,18,393,251,272,302,280,257,400,437,72,335,280,251,0.7,101.0,0
327400,Wydad Lionz,329,67,0,145,407,445,115,245,267,225,253,276,251,280,417,480,155,433,423,145,280,253,0.5,101.6,0
1610241,UTAJUA HUJUI,329,86,0,145,8288,468,113,330,247,251,271,125,275,151,280,417,328,332,131,28,280,275,0.4,100.3,0
2300346,SuperMalik,329,57,0,145,71,468,357,378,70,251,393,276,253,480,280,326,445,17,48,335,280,276,2.7,98.8,0
3692056,Jangkrik,329,54,4,145,36,498,115,267,247,393,433,253,251,43,417,280,88,378,459,145,280,393,0.2,102.2,2
4200685,Team Litela,329,60,0,145,264,400,247,267,145,291,393,251,253,370,151,280,445,95,45,167,280,253,0.1,101.7,0
1119981,Shaw Mee your arce,329,66,0,150,187,490,115,357,247,267,253,251,76,124,45,280,25,103,145,209,280,124,1.2,100.5,0
102648,oohareya,328,55,0,151,118,260,247,115,267,433,125,253,393,251,280,348,454,142,189,145,253,280,0.0,102.6,0
769491,northdown city,328,58,0,151,203,468,115,72,267,113,433,251,393,253,417,280,400,28,189,56,280,253,0.1,102.0,0
880034,Ashes of Phoenix,328,61,0,153,323,400,115,267,28,251,433,253,393,257,280,417,329,131,427,145,280,253,3.1,99.2,1
2020289,Schindler's XI,328,54,0,153,94,400,267,286,247,251,393,276,253,45,417,280,445,433,95,145,280,267,0.1,102.6,0
2386185,from galsen,328,70,0,153,1590,400,115,247,267,253,251,393,433,151,280,45,445,138,332,412,280,253,0.5,101.2,0
103436,NoYellows,328,78,0,156,5580,490,247,115,265,478,393,433,251,253,151,280,136,347,140,32,280,253,1.0,100.6,0
138683,Atherton FC,328,57,0,156,187,468,286,267,357,115,251,253,393,276,280,45,190,95,410,109,280,253,1.1,100.8,0
639615,Global Elite,328,59,0,156,247,135,356,247,267,253,251,393,432,280,480,417,137,378,145,56,280,253,0.5,101.7,0
1585559,My-AdunkZ,328,63,0,156,476,260,115,28,267,245,393,253,251,45,151,280,445,126,435,332,280,253,0.0,101.5,0
2370490,Mawww,328,67,4,156,959,282,247,267,221,251,276,393,40,437,257,280,155,425,182,145,280,251,0.3,102.2,2
2575352,LTU,328,42,0,156,17,260,247,357,72,312,276,251,393,370,45,280,154,151,150,402,280,251,0.7,100.3,0
2822126,Cool Alley IV,328,61,0,156,323,445,247,357,267,122,251,432,364,280,45,480,454,145,56,138,280,251,0.7,100.6,0
3371095,Voi Football Club,328,56,0,156,151,445,267,247,291,393,251,370,253,151,45,280,400,95,145,167,280,253,0.2,101.7,0
3750736,Rayleigh City,328,60,0,156,293,445,247,355,267,370,253,251,393,45,280,151,400,145,167,95,280,253,0.6,101.4,1
53838,Drogs Ballacks MkVII,328,66,0,165,889,400,267,286,247,253,393,251,370,433,480,280,445,45,28,145,280,253,0.0,102.6,0
1856107,Flying Without Ings,328,66,0,165,407,400,72,267,247,253,251,125,393,151,280,417,445,28,56,145,280,253,0.7,101.5,0
2718404,1 United,328,51,0,165,60,400,28,247,267,276,253,251,393,433,280,151,445,43,145,138,280,267,0.0,102.4,1
3879215,Quetshan,328,57,0,165,83,445,247,267,115,143,253,393,433,251,280,417,136,11,34,86,280,253,0.0,101.7,0
2570779,Gatecrashers,327,61,0,169,388,468,355,267,115,220,126,251,298,256,280,306,154,11,412,480,280,306,0.0,101.3,0
173015,Useless FC,327,62,0,170,456,400,267,247,28,276,251,253,393,280,417,151,445,141,131,145,280,253,0.1,102.6,0
193021,The Gremlins,327,62,0,170,456,454,4,115,247,267,18,251,253,40,280,417,155,7,189,56,280,253,1.0,100.7,2
331822,FredTheRed,327,66,4,170,959,490,247,267,286,251,393,432,253,151,45,280,24,98,423,145,280,253,2.1,99.5,3
857615,Pogballix,327,72,0,170,2452,490,245,267,115,286,251,393,433,306,43,280,190,270,451,145,270,280,0.2,101.7,0
1505751,riar riar riar,327,69,0,170,1590,468,247,267,145,251,393,122,433,480,417,280,439,95,295,335,280,468,0.8,101.6,0
1774411,Bix,327,51,0,170,63,490,247,267,115,410,253,251,393,18,280,177,400,142,145,189,280,267,0.7,101.2,0
7171,FCP,327,67,0,176,1118,445,267,247,286,393,302,392,251,280,257,43,454,295,95,145,280,251,0.1,102.1,0
96819,NMT FC,327,55,0,176,151,400,286,267,247,393,251,276,253,480,280,45,445,95,145,56,280,253,0.1,102.3,0
233118,A-m3ijl,327,55,0,176,64,351,247,267,115,370,302,251,124,393,417,280,190,43,145,427,280,251,2.5,100.1,0
400181,Championees,327,54,0,176,124,445,115,247,267,433,393,253,251,280,43,177,47,142,145,56,253,280,0.1,102.2,0
464568,Hanging by a Fred,327,49,0,176,44,260,247,267,115,184,393,253,433,280,257,437,24,145,423,304,280,253,0.1,102.1,0
620849,Glory Hornets,327,64,0,176,691,445,247,291,267,393,364,251,459,433,257,280,490,423,480,380,280,257,0.3,101.6,0
630130,Titland FC,327,79,0,176,7263,400,267,247,221,253,125,393,276,257,480,280,454,433,332,145,280,253,0.7,101.1,0
904318,Mears Ashby Rovers,327,79,0,176,7263,24,115,267,247,423,393,432,276,251,151,257,2,295,480,145,267,276,0.4,101.5,0
1209943,Heresjonny,327,57,0,176,209,468,245,267,115,251,276,370,459,393,280,372,136,145,209,52,280,370,1.2,101.0,1
1726894,Gulacticos,327,65,0,176,805,282,247,113,293,115,391,276,433,251,280,326,25,265,417,459,280,251,0.6,101.0,1
1903715,Mighty MyThor,327,55,0,176,142,498,247,267,286,392,276,253,251,393,280,480,155,95,142,109,280,251,0.9,100.8,0
2074318,Alisonisagirlsname,327,59,0,176,293,260,116,267,247,393,253,251,125,480,417,280,454,95,56,145,280,253,1.5,100.7,0
3013776,Show me the Mané,327,60,0,176,341,445,267,247,357,393,370,251,253,280,45,43,400,145,410,196,253,251,1.9,100.2,0
3025577,Sarri not Sarri,327,75,0,176,4134,445,380,267,247,253,276,251,125,45,417,280,454,423,182,145,253,280,3.4,98.7,0
3342742,Ultimate Loser,327,52,0,176,87,282,72,267,245,115,251,271,393,43,280,417,498,433,318,246,280,417,0.0,101.8,0
3403212,Palakkad FC,327,59,0,176,293,400,357,267,247,253,251,370,393,45,151,280,445,167,145,95,280,253,0.2,101.7,0
3922039,Boeing787,327,73,0,176,2942,154,357,115,247,113,126,393,251,433,417,280,136,265,273,189,280,251,4.2,97.4,0
622892,Locusts,327,58,0,193,264,400,378,267,247,253,125,251,393,480,280,45,454,432,138,145,280,253,0.6,102.1,1
2223872,Well Heung (Min Son),327,56,0,193,198,400,115,247,267,393,364,251,432,480,280,257,47,53,180,412,280,400,1.2,100.5,0
2624168,Gud bevare Danmark,327,61,0,193,446,445,267,247,356,253,370,251,393,43,151,280,400,167,145,95,280,253,0.1,101.9,0
2638145,Saiponks,327,56,0,193,198,468,286,267,115,475,253,433,251,480,417,280,155,265,182,95,280,253,2.8,99.4,1
2898921,Aston Vanilla,327,71,0,193,1118,213,115,267,357,251,364,478,433,189,280,493,191,285,270,140,280,270,0.1,101.1,0
3313720,kupur barus,327,53,0,193,116,260,247,286,267,253,251,432,393,480,280,151,136,427,56,138,280,253,0.1,101.8,0
3458224,Mostridelnord,326,84,0,199,14768,468,293,115,330,251,184,40,122,257,480,306,25,335,343,423,251,257,0.0,100.7,0
761302,Ebusuapanyin K.Annan,326,58,8,200,273,468,115,267,286,253,251,125,459,274,417,280,136,140,151,427,280,253,0.5,101.2,3
897098,Groß Misconduct,326,63,0,200,662,154,245,267,247,253,433,125,370,480,280,417,155,466,265,48,280,253,0.0,101.5,1
1673204,GoalACoaster,326,76,0,200,5404,260,247,115,94,433,251,302,13,22,110,257,439,265,208,95,251,22,3.5,97.6,1
2708072,CHELSEA BLINDERS,326,69,0,200,1819,351,355,246,267,115,459,251,365,393,257,280,154,332,131,189,251,351,0.3,101.3,0
138033,Mission Impossible,326,68,0,204,1538,400,247,267,69,378,253,393,251,45,280,417,445,432,145,131,417,253,2.4,100.1,1
142692,Krantz,326,61,0,204,456,400,27,247,267,276,251,253,393,417,280,151,445,138,145,56,280,253,2.9,99.5,1
413271,Chosen xi,326,63,0,204,662,400,247,286,267,393,253,276,251,45,280,480,445,145,138,131,280,253,3.3,99.2,1
458105,AAA مزجنجى #22,326,60,0,204,391,260,286,247,71,164,393,251,253,437,280,177,400,403,392,116,280,177,0.2,102.1,0
538345,Pique Blinders,326,67,0,204,648,490,267,115,113,247,393,253,276,122,327,280,190,80,524,427,280,253,0.0,101.7,0
956537,GGG,326,64,0,204,771,498,357,247,267,275,251,393,432,177,257,280,179,145,335,517,280,251,1.7,100.4,0
