Entry,Name,Total points,Gameweek Points,Gameweek Hits,Rank,Last Rank,Player,Player,Player,Player,Player,Player,Player,Player,Player,Player,Player,Player,Player,Player,Player,Captain,V Captain,Bank amount,Team Value,Gameweek Transfers
598902,Mo Mo Salah *-*,270,73,0,205,5442,260,267,115,247,18,253,393,391,480,417,280,155,447,95,145,253,280,1.9,99.5,0
1675571,Wilsons whackers,270,77,0,205,9330,468,72,357,115,302,184,433,253,18,417,280,400,480,427,460,280,253,0.9,99.9,1
2619208,UEFAlona,270,55,0,205,157,260,72,247,357,253,393,251,433,151,280,417,307,145,182,95,280,253,0.4,100.7,0
1637,The Beach Boys,270,56,0,209,198,400,115,247,267,459,253,393,251,280,417,437,454,265,56,145,280,253,0.1,101.6,1
92615,avishekYNWA,270,67,0,209,1654,154,247,267,357,253,251,393,370,280,45,151,136,145,167,95,280,253,0.2,101.1,0
169524,Hard to Beat,270,55,0,209,157,400,245,357,115,393,18,251,276,253,280,151,136,145,189,335,280,400,0.4,100.6,0
281033,Underdog,270,55,0,209,157,260,247,267,286,432,393,253,251,125,151,280,454,332,145,189,280,253,0.1,101.5,1
313463,mind_the_flow,270,68,4,209,2072,498,247,267,286,251,370,276,253,393,45,280,155,145,209,335,280,267,0.0,101.5,2
329827,SILENCE KFI030214,270,50,0,209,52,260,115,70,247,393,365,40,251,280,417,43,47,465,265,28,280,251,0.6,100.8,0
363998,KENDALLS CLOWNS,270,55,0,209,157,282,247,267,116,286,393,253,276,251,45,280,155,56,145,109,280,253,0.0,101.3,1
454347,Anonimowi,270,57,0,209,233,260,246,142,286,267,378,167,253,251,280,396,25,295,131,189,280,251,0.0,101.1,0
756549,Egyptian king,270,71,8,209,4015,468,247,267,115,433,393,253,459,45,280,417,400,150,142,4,280,253,0.1,101.0,3
776128,I kante be beat,270,58,0,209,278,445,221,246,267,251,370,393,253,391,280,236,400,45,141,145,280,253,0.1,101.6,1
874280,chocolate bear,270,51,0,209,72,260,247,72,267,149,393,253,251,417,280,151,25,28,145,433,280,253,0.0,101.4,1
974416,Rash Guda F.C,270,72,0,209,4615,260,145,357,72,253,18,251,433,43,280,257,25,53,56,31,280,253,0.0,101.0,0
992269,Van Nijenrodeweggers,270,69,0,209,2697,445,247,219,267,276,253,251,393,370,280,45,400,141,145,189,280,253,0.5,101.0,1
1209943,Heresjonny,270,63,0,209,872,468,245,267,115,251,276,370,459,393,280,372,136,145,209,52,280,370,0.2,101.3,1
1294104,RKSV Henk,270,66,0,209,1357,213,267,247,115,393,124,304,251,253,280,43,25,32,511,189,253,280,0.0,101.3,0
1609059,Teeds United,270,58,0,209,278,400,247,267,27,251,253,393,433,151,280,417,24,18,332,145,280,253,0.0,101.6,1
2565400,�,270,67,0,209,1654,468,267,115,72,393,276,370,251,43,280,152,400,125,245,28,280,370,0.1,101.2,1
2972297,Tumbler Squad,270,74,0,209,6527,468,246,267,247,40,276,393,122,480,280,151,47,357,224,142,280,267,1.8,99.3,1
3132675,Real D,270,61,0,209,583,445,27,72,267,172,364,251,122,458,280,43,468,348,430,331,280,251,0.0,100.8,0
3177977,Trepni,270,78,0,209,10655,400,291,267,247,251,370,253,393,480,280,151,445,145,167,95,280,253,0.9,100.7,0
3203076,Öl,270,64,0,209,1052,468,247,267,357,391,253,432,40,393,280,151,190,286,480,292,280,468,0.3,100.9,0
3614956,MANUTD,270,75,0,209,6903,445,267,291,247,393,251,253,370,280,151,45,400,95,145,167,280,253,0.4,101.1,1
4116663,Shining Lights,270,61,0,209,484,260,247,357,267,253,251,393,432,151,280,45,190,145,519,140,280,253,0.3,101.2,0
39522,-ROCK SOLID-,270,75,0,232,4015,260,247,246,267,162,253,393,410,480,280,177,25,295,56,145,280,393,0.3,101.1,0
234471,Pitch Hill FC,270,66,0,232,693,400,286,247,267,253,391,251,393,45,280,151,445,145,167,332,280,253,0.3,101.1,1
490708,Okunka11,270,72,0,232,4883,468,357,267,247,115,276,253,433,393,151,280,422,131,45,145,280,253,1.5,99.8,1
1032437,Keet's Elite,270,71,0,232,1654,445,247,267,286,432,251,253,393,480,45,280,24,142,145,131,280,253,0.3,101.1,0
2901763,"White Army, MOT",270,64,0,232,1126,468,115,246,286,267,357,253,459,393,302,280,136,151,126,347,280,302,0.0,101.0,1
3581333,FC RAJ,270,66,0,232,1637,400,267,247,286,251,253,370,393,280,258,417,24,95,167,145,280,253,0.5,101.1,0
4007255,Sam's Team,270,70,4,232,1528,490,267,247,286,393,302,253,251,225,151,280,47,437,95,145,253,280,0.6,100.6,2
1779982,efci fc,269,52,0,239,100,260,286,267,221,393,233,251,370,417,372,280,24,99,145,427,280,372,0.3,100.4,0
3259651,Chaps Association,269,76,0,239,9330,154,357,220,115,262,253,125,393,257,480,280,25,433,126,28,280,257,0.3,100.6,2
521521,Mamuter F.C.,269,65,0,241,1528,445,247,72,267,219,253,393,370,251,45,280,400,167,151,145,280,251,0.0,101.2,1
630214,Max²,269,66,0,241,1654,260,357,247,267,253,393,433,365,437,177,280,490,507,245,93,280,365,0.5,100.6,0
809923,PJ AllSTARS,269,55,0,241,198,260,267,247,286,393,253,18,251,480,151,280,155,332,56,145,280,253,1.4,100.1,0
873115,Barberloa FC,269,70,0,241,3584,400,286,267,247,276,253,251,125,480,280,177,24,95,145,131,280,253,0.0,101.2,0
2144103,"Me, my Delph and I",269,70,0,241,4015,260,359,247,115,253,433,393,251,280,480,417,47,32,339,195,253,251,0.5,100.8,2
2410401,Avengers XI,269,40,0,241,9,445,115,286,221,393,251,364,125,432,280,257,24,151,145,49,280,364,1.1,99.8,1
14097,2 Girls 1 Schlupp,269,71,4,247,4231,400,142,247,267,393,253,251,370,276,280,45,24,145,335,189,280,267,0.5,100.9,2
64137,Kad Jaganjci Uskisnu,269,81,0,247,19670,468,113,267,247,433,122,393,253,280,480,45,190,145,483,131,280,122,0.1,101.0,1
583919,aKim_LFc,269,54,0,247,183,468,115,262,27,433,458,251,365,40,280,257,351,357,113,189,280,251,0.0,101.1,1
630616,Tarbarcelona,269,58,0,247,331,400,247,286,267,253,276,393,251,280,417,480,445,145,28,56,280,253,0.5,101.0,0
639615,Global Elite,269,75,0,247,8051,135,356,247,267,253,251,393,432,280,480,417,137,378,145,56,280,253,0.5,100.9,1
1036526,Lokomotiv Lilje,269,67,0,247,2264,260,357,247,267,251,459,393,253,177,280,305,155,145,56,52,280,253,2.4,99.0,1
1539587,Crvena Zvezda SRB,269,83,0,247,26246,468,4,357,115,262,370,393,253,257,280,480,136,433,413,140,280,253,1.0,99.8,0
1549914,Dathomir F. C.,269,67,0,247,2072,400,286,267,247,251,370,253,393,45,417,280,445,95,167,145,280,253,0.2,101.1,0
1654095,thenorfolkimp,269,63,0,247,1052,351,247,72,267,276,253,433,251,458,280,437,445,52,30,493,280,253,1.5,99.6,0
2111123,felfela__Ahlawy74,269,70,0,247,3584,468,247,357,267,253,40,393,275,280,177,45,400,131,464,145,280,253,0.5,100.6,0
2489134,Morgan Slidin' In,269,68,0,247,2408,260,247,267,286,138,432,253,251,393,151,280,136,480,56,427,280,260,0.2,101.1,0
3126668,Brunton Babes,269,54,8,247,183,260,247,267,357,459,433,253,251,393,280,437,454,151,116,145,280,253,0.2,101.3,3
3152070,New World Order,269,75,0,247,8794,490,357,115,247,253,393,365,233,417,151,280,155,335,494,218,280,417,1.0,99.8,0
3621036,AVENGERS XI,269,81,0,247,19670,260,357,115,72,253,433,393,364,280,480,437,136,265,459,28,280,253,0.3,100.7,0
3819172,FC CF,269,49,0,247,59,213,267,247,29,251,393,253,276,417,280,45,24,56,138,53,280,253,0.0,101.1,0
4305675,Jay FC,269,83,0,247,26246,282,357,115,267,253,478,433,275,480,43,280,136,334,56,428,280,253,4.9,96.0,1
4539863,Elalfy,269,63,0,247,1052,445,115,247,267,182,253,251,393,43,280,45,400,95,145,167,253,280,0.3,100.9,1
47325,Supersonic FC,269,57,0,264,122,400,27,246,267,393,433,251,253,23,280,258,445,182,95,145,280,253,0.1,101.7,1
438832,welaah welleee,269,65,0,264,1637,24,247,262,115,124,251,253,393,280,43,236,191,138,310,56,280,253,0.1,101.1,1
622892,Locusts,269,69,0,264,1357,400,378,267,247,253,125,251,393,480,280,45,454,432,138,145,280,253,0.1,101.8,1
639556,toTi fC,269,47,0,264,38,88,90,29,115,253,393,251,459,419,417,280,24,221,18,313,280,253,0.0,101.3,2
890626,comeback szn,269,44,0,264,21,490,142,267,286,276,40,251,393,253,151,280,328,247,145,189,280,253,0.6,101.0,1
916029,Elcapitano,269,69,4,264,1528,468,115,286,357,262,124,253,251,393,280,305,25,189,140,518,280,286,0.3,100.5,2
4200685,Team Litela,269,61,0,264,278,400,247,267,145,291,393,251,253,370,151,280,445,95,45,167,280,253,0.3,101.1,0
101305,"Mo Kane, No Gain.",269,63,12,271,78,400,247,267,162,219,251,253,393,276,417,280,445,391,145,189,280,267,0.0,101.6,4
2613434,Denman's A Tory,269,55,0,271,98,468,115,267,72,70,393,253,251,433,280,234,454,459,145,209,280,253,0.0,101.5,0
343368,Amrmsoud,268,69,0,273,3584,468,357,115,267,393,253,251,391,276,43,280,136,145,427,189,253,280,0.4,101.2,2
626313,The nightman cometh,268,38,0,273,6,351,267,286,116,233,370,251,393,134,257,280,490,29,245,182,280,267,0.0,101.1,0
761302,Ebusuapanyin K.Annan,268,71,0,273,4908,468,115,267,286,253,251,125,459,274,417,280,136,140,151,427,280,253,0.0,101.1,1
887876,Boca Seniors,268,68,0,273,2891,445,247,115,267,459,256,276,253,393,280,417,47,480,145,52,280,253,0.5,100.9,0
1158004,Bishal,268,65,0,273,1654,400,247,286,267,253,393,251,276,417,45,280,445,138,145,56,280,253,1.5,100.2,1
2243461,Wootown Wanderers,268,52,0,273,122,260,247,267,286,253,251,125,393,280,45,417,136,145,56,28,280,253,0.5,100.9,0
3436641,Moaning Skrtel,268,70,0,273,4231,154,247,357,267,125,253,432,393,280,151,417,155,145,332,370,280,253,0.0,100.8,0
3633767,Real Hazios**,268,58,0,273,410,400,267,247,28,233,253,393,251,280,480,417,445,145,142,56,280,253,0.5,100.8,0
3846896,yorks fc,268,64,0,273,1357,445,115,267,247,393,447,253,251,370,280,45,400,215,70,209,280,253,0.0,101.2,0
3940515,ROTEEiNTER,268,79,0,273,15913,468,115,357,247,330,253,391,271,365,258,396,498,331,123,235,115,468,1.0,99.3,0
29573,Wakanda,268,53,0,283,157,282,247,115,267,355,251,276,393,257,280,177,328,378,433,56,280,251,0.0,101.6,0
41923,Show Me The Mane,268,62,4,283,947,445,267,247,27,251,253,393,276,45,480,280,454,138,183,145,280,253,0.0,101.3,3
427153,Inflated Balls,268,68,0,283,2891,24,115,247,267,251,432,253,393,151,480,280,155,145,56,427,253,280,0.3,101.1,0
745990,Mané M'Jeff 20,268,57,0,283,331,400,267,247,357,253,393,276,251,392,280,151,136,145,189,332,280,253,0.4,100.9,1
847646,Stick with me,268,67,0,283,2408,400,245,267,357,253,251,276,393,480,45,280,445,145,392,138,280,253,0.3,100.9,0
3104406,ChakAttack,268,65,0,283,1914,154,245,357,267,364,253,393,276,40,45,280,136,480,145,140,280,253,0.8,100.1,0
3132821,Plug FC,268,61,0,283,872,154,115,72,247,267,253,393,276,251,280,45,136,145,56,189,280,253,0.5,100.9,0
3338093,Elfalogy,268,78,0,283,15163,468,4,267,115,225,253,433,251,480,280,177,400,145,96,56,251,267,2.0,99.3,0
3887642,Ranga FC,268,68,0,283,2891,468,115,267,246,145,302,459,253,393,280,417,47,264,433,437,253,280,0.4,100.9,0
4516169,You Mad Bro ?,268,59,0,283,484,282,247,267,115,253,393,251,433,45,280,151,422,96,126,335,280,267,0.3,100.9,0
17065,Tonza Utd,268,45,0,293,30,260,246,70,267,393,253,432,251,433,437,280,24,151,28,138,280,253,0.2,101.1,0
109240,Diving FC,268,53,0,293,157,260,115,357,28,253,251,393,433,45,257,280,25,145,56,140,280,253,0.4,100.8,0
119405,Christians picks,268,65,0,293,1654,351,246,267,247,357,393,459,251,258,22,280,454,265,507,184,280,351,1.8,99.3,1
140886,Being Arnautovic,268,54,0,293,198,260,247,267,356,253,393,251,40,280,417,45,179,433,95,145,280,253,0.5,101.2,1
214227,Buckley's  Bumbas,268,52,0,293,154,260,245,286,267,115,18,251,393,253,391,280,136,28,86,209,280,253,1.3,100.2,0
355495,Tourette’s United,268,66,0,293,2264,260,115,247,220,459,251,393,253,396,280,480,454,458,195,463,251,253,0.0,101.2,0
525343,Tobias & pappa,268,58,0,293,451,468,267,286,357,251,253,276,393,433,45,280,155,145,109,52,280,253,0.4,100.9,0
605831,Ayew ready?,268,67,0,293,2697,154,72,115,246,393,391,251,253,43,280,417,25,142,131,332,253,280,0.5,100.4,1
927203,Frensurin,268,52,0,293,154,260,115,286,246,267,393,251,253,433,177,280,136,199,189,145,280,253,0.9,100.5,0
1027685,Ryckets pågar,268,64,0,293,1528,468,357,267,246,253,272,297,390,391,396,280,154,484,138,151,280,267,1.2,99.4,1
1067637,Give it to Kane,268,71,0,293,5442,260,312,115,247,267,251,433,370,372,280,151,439,358,478,56,280,251,0.3,100.9,1
1488004,VOLGARE,268,95,0,293,87753,24,313,115,357,251,253,40,124,257,45,480,474,391,378,381,253,251,0.9,100.0,0
1825420,Chuff Chuff,268,54,0,293,217,400,247,267,72,251,253,393,40,45,280,177,445,433,145,95,280,253,0.5,100.8,1
2027019,Ruudinators,268,56,0,293,278,400,247,267,221,253,432,251,276,393,280,151,445,145,189,52,280,253,0.3,101.1,0
2074318,Alisonisagirlsname,268,57,0,293,331,260,116,267,247,393,253,251,125,480,417,280,454,95,56,145,280,253,0.0,101.6,0
2228802,Chickn Tikka MoSalah,268,52,0,293,134,154,115,246,267,393,253,276,433,251,417,280,136,28,189,145,280,267,0.4,101.0,1
2365477,Radioactive Man,268,59,0,293,484,260,247,267,115,432,253,393,251,98,280,151,445,483,145,189,280,253,0.0,101.6,1
2804498,Beating Lee AGAIN,268,60,0,293,596,445,247,286,267,253,251,393,276,151,43,280,136,116,145,56,280,253,0.9,100.7,1
3062067,ligma,268,60,0,293,693,400,291,267,247,145,251,393,370,253,280,151,445,95,126,45,280,253,0.0,101.2,1
3236720,Sarri not Sarri,268,56,0,293,278,260,247,28,267,393,253,432,251,45,280,417,155,459,145,330,253,280,0.1,101.6,1
3403212,Palakkad FC,268,61,0,293,750,400,357,267,247,253,251,370,393,45,151,280,445,167,145,95,280,253,0.3,101.1,0
3499649,JRF FC,268,65,0,293,1914,468,220,246,115,427,253,411,393,177,280,417,155,367,126,142,280,253,0.1,100.4,1
3585288,AK11,268,67,0,293,2408,260,247,355,72,253,251,393,370,45,280,151,136,28,56,140,280,253,0.0,100.9,0
3585344,Whisky Jagger,268,81,0,293,20601,260,357,115,247,251,253,272,318,280,480,417,47,27,56,192,280,253,0.0,101.2,0
3750736,Rayleigh City,268,67,0,293,2408,445,247,355,267,370,253,251,393,45,280,151,400,145,167,95,280,253,0.3,101.1,1
3958646,**huSSen**,268,58,0,293,410,260,247,71,115,391,253,393,251,151,85,280,445,413,138,93,280,253,0.6,100.5,0
4334043,My Fantasy II,268,53,4,319,72,260,247,267,113,433,251,393,253,432,43,280,155,145,189,52,280,253,2.0,99.7,2
342807,Lakinators Fc * *,268,59,0,320,276,468,267,357,27,150,251,276,253,393,417,280,25,95,145,209,280,253,0.0,101.3,0
49320,Mes Que Un Team,267,63,0,321,1357,260,262,115,247,125,251,253,459,410,280,45,422,333,430,151,280,253,0.5,100.5,0
4308339,Ajaxtreesdown,267,66,0,321,2408,282,72,267,115,246,253,393,251,459,480,280,136,145,433,349,253,280,0.0,101.5,0
44567,Bayern Bru,267,55,0,323,278,400,267,247,286,393,276,253,251,124,280,43,445,378,189,145,280,253,0.9,100.9,2
170281,PLÄP FC,267,50,0,323,100,260,267,115,247,433,253,393,370,251,280,177,136,28,145,209,280,260,0.0,101.7,0
307462,Spursss,267,63,4,323,1357,260,145,247,267,253,370,251,393,151,43,280,155,182,332,138,280,253,0.9,100.6,3
528905,Darzaldinho Utd,267,67,0,323,2891,400,162,267,247,276,251,393,253,280,417,480,445,56,332,145,280,253,1.4,100.1,2
817820,Vučiću pederu,267,70,0,323,4908,400,245,115,267,253,251,393,433,480,280,151,328,297,145,28,253,393,0.4,101.2,0
880034,Ashes of Phoenix,267,58,0,323,542,400,115,267,28,251,433,253,393,257,280,417,329,131,427,145,280,253,0.7,100.7,1
1302753,Mo Salah,267,73,0,323,8794,260,267,72,220,253,433,393,251,391,45,280,454,138,480,332,280,253,0.4,100.8,0
1429908,I've Arrived (1),267,50,0,323,109,400,267,247,291,393,253,251,276,167,417,280,445,45,145,95,280,267,0.0,101.2,0
1686957,Barack Oubameyang,267,60,0,323,750,260,247,70,267,251,459,253,393,18,280,417,190,480,95,145,280,253,0.0,101.6,0
1856188,Pique Blinders,267,62,0,323,1135,154,267,115,70,253,433,251,393,480,417,280,400,195,28,456,280,253,0.2,101.0,1
2144681,DieV,267,80,0,323,23305,260,247,113,28,357,253,251,276,433,459,280,454,330,437,327,253,251,0.0,101.3,1
2325015,Goose’s 420Goslings,267,60,0,323,872,400,245,357,115,124,251,391,302,280,151,257,24,28,393,145,280,251,0.5,101.0,2
2822126,Cool Alley IV,267,80,0,323,20601,445,247,357,267,122,251,432,364,280,45,480,454,145,56,138,280,251,0.7,100.2,2
2846065,FC Koskla,267,55,0,323,278,445,247,4,267,251,370,393,253,280,151,45,400,95,433,145,280,253,0.0,101.3,1
3020076,FC South East,267,65,0,323,2264,468,247,357,115,276,253,365,393,280,151,189,136,131,427,196,280,253,0.4,100.2,1
3605320,hajooomulli,267,62,0,323,1253,260,72,267,247,432,253,393,251,480,280,151,155,145,95,131,280,253,0.2,100.9,2
4325956,YNWA,267,57,0,323,410,468,357,115,4,267,251,13,393,177,280,257,136,145,131,459,280,177,1.0,100.3,1
4450067,clarksafc,267,69,0,323,4615,260,246,247,357,115,459,433,253,231,280,151,154,265,435,419,280,260,0.3,100.5,2
65597,ITSCOMINGHOME FC,267,58,4,341,484,445,267,247,28,433,251,393,253,276,280,417,400,151,145,95,280,251,0.0,101.6,2
104626,my choice,267,56,0,341,370,282,221,72,378,364,253,251,393,40,417,177,135,151,28,145,253,417,0.0,100.6,0
121420,MyTeamIsJonny's,267,60,0,341,750,445,267,247,286,393,253,276,251,45,280,43,400,182,145,138,280,253,0.8,100.5,1
180110,King kenny,267,59,0,341,693,260,247,267,356,253,302,40,393,280,257,43,155,145,335,56,280,253,0.0,101.5,1
240501,Polga Dots XI,267,67,4,341,2891,260,286,267,247,251,370,253,393,151,45,280,155,145,56,95,267,280,0.9,100.2,2
316242,itcamehome,267,67,0,341,3336,468,357,115,28,393,253,433,126,472,372,280,155,459,332,158,280,372,0.4,100.2,0
600538,Clockend Coconuts,267,53,0,341,217,445,267,247,357,459,253,370,393,251,280,177,400,95,145,189,280,393,1.5,99.9,0
756460,Knight's big champs,267,57,0,341,410,154,247,267,142,115,253,433,393,417,280,151,24,59,392,330,280,253,0.4,100.7,1
758199,Bonucci Gang,267,66,0,341,2408,400,267,247,72,253,251,393,432,480,280,45,328,427,131,145,280,253,1.4,99.8,1
777305,Ellison Heung-min,267,58,0,341,484,400,27,247,267,251,276,253,393,417,45,280,445,392,138,145,280,253,0.4,101.0,0
893205,On me Ederson,267,57,0,341,451,490,357,247,267,253,393,251,18,151,280,417,25,145,56,95,280,253,0.0,101.3,0
993616,FC Oldereide,267,56,0,341,331,260,267,247,291,253,251,393,233,151,280,417,190,95,131,145,280,253,0.0,101.2,1
1168840,Csaba Must Stay FC,267,48,0,341,65,260,247,286,267,253,251,393,125,151,280,417,190,145,138,56,280,253,0.4,101.2,1
1299095,Klopp & Robbers,267,55,0,341,278,400,357,247,267,253,251,184,393,280,417,151,445,410,145,335,280,253,0.0,101.3,0
1362191,Bayer Neverlusen,267,62,0,341,1135,468,267,245,357,393,122,433,251,480,280,417,213,478,312,506,280,393,1.0,100.3,1
1422268,MG You Beast,267,53,0,341,198,490,267,357,330,253,276,251,393,125,417,280,25,258,145,335,280,417,0.0,101.2,1
1437976,bLuE DyNaMoS,267,50,0,341,100,260,267,115,245,253,433,393,251,280,417,151,154,28,56,145,280,253,0.4,101.2,1
1439818,Unai Emery‘s Anus,267,72,0,341,7639,260,246,115,357,247,253,124,459,151,417,280,400,53,393,56,280,260,0.0,100.9,1
1671620,Les Blues,267,60,0,341,750,260,247,357,115,18,275,393,253,126,417,280,136,145,95,209,280,253,2.3,98.6,0
1773587,Rio,267,73,0,341,8051,282,145,357,247,253,164,251,393,280,480,45,155,425,196,478,280,253,0.3,100.6,0
1872257,Gaffer United,267,57,0,341,410,490,245,267,115,72,253,393,251,151,280,43,445,18,427,183,280,251,1.1,100.2,1
2430104,kantefinishlastagain,267,68,0,341,3584,260,247,267,356,253,432,251,393,480,280,151,136,145,427,56,280,253,0.2,101.2,0
2444820,FullFartFramåt,267,66,0,341,2408,400,247,286,267,251,253,276,393,151,280,480,454,131,195,145,280,253,0.8,100.4,0
2594289,Liverpool,267,73,0,341,8051,213,247,357,267,115,253,126,302,257,280,417,136,140,56,16,253,280,1.4,99.6,1
2702596,Blitzkrieg  89,267,67,0,341,2891,445,247,142,267,393,253,251,432,40,417,280,190,480,145,427,280,253,0.0,101.6,1
2822891,Furnley House Flyers,267,69,0,341,4231,468,70,267,247,391,253,275,393,480,280,43,155,28,149,145,280,253,0.4,101.1,1
3013776,Show me the Mané,267,70,0,341,5442,445,267,247,357,393,370,251,253,280,45,43,400,145,410,196,253,251,1.9,99.5,1
3016758,Lallana’s in Pyjamas,267,78,0,341,17119,468,357,115,330,220,253,251,459,458,122,280,25,145,189,347,280,122,0.0,100.9,0
3114981,Alterbeast,267,70,0,341,4908,400,291,267,247,251,370,253,393,45,280,151,445,95,167,145,280,253,0.3,101.1,0
3141633,"I'm Fàbregassed, Fam",267,70,0,341,4908,400,291,267,247,253,251,370,393,45,151,280,445,167,145,95,280,253,0.3,101.1,0
3291153,VnäS,267,55,0,341,278,468,267,312,115,126,253,393,251,417,280,151,136,145,52,56,280,253,0.3,101.0,0
3301121,Ynwa,267,51,0,341,134,454,357,115,247,275,251,433,393,59,257,280,136,151,145,427,280,251,0.0,100.9,0
3728014,Have it,267,60,0,341,872,351,115,357,267,28,253,251,18,393,151,280,25,215,189,339,280,351,0.0,101.3,0
3923587,The Kids,267,70,0,341,4908,400,291,267,247,251,370,253,393,45,151,280,445,95,167,145,280,253,0.3,101.1,0
4138331,Smith's Select,267,67,0,341,3336,260,115,145,357,247,253,393,125,43,280,305,400,265,339,478,280,260,0.4,100.5,0
4208167,yardoffsiders,267,65,0,341,2072,445,247,267,116,40,253,251,393,233,45,280,400,480,145,53,280,253,0.5,101.2,0
4477484,Stern des Südens,267,46,0,341,45,260,247,267,145,253,251,125,393,233,280,417,190,138,116,189,280,253,0.0,101.4,1
15911,FC Andara,267,66,0,378,1253,260,267,141,247,393,251,370,253,417,45,280,155,433,95,145,280,417,0.0,101.7,1
829679,SkinnyPete,267,44,0,378,13,490,28,267,72,253,276,432,251,393,417,280,445,472,145,138,280,253,1.4,99.5,0
1063244,Adabar FC,267,55,0,378,134,468,247,330,221,48,302,393,253,459,280,417,191,295,145,209,280,295,1.2,99.8,0
2485275,5 Cantona's,267,58,0,378,233,400,247,145,267,433,253,276,251,393,417,280,445,45,138,425,280,253,0.3,101.0,0
2534731,last orders,267,59,0,378,278,490,145,247,267,253,364,393,276,251,396,280,155,189,95,427,280,364,0.2,101.2,0
3018357,Bats FC,267,63,4,378,1637,260,357,115,72,247,18,459,253,393,257,280,154,48,126,86,280,253,0.5,100.5,2
3473134,The Gyarah,267,84,0,378,20601,445,267,291,247,393,253,251,370,45,280,151,400,95,145,167,280,253,0.3,101.2,1
3985526,OldBoysCarlow,267,77,0,378,8794,260,247,267,291,378,370,253,393,251,280,151,155,189,147,145,280,253,0.7,100.8,0
636749,No Pain No Kane,267,74,0,386,2877,400,356,247,267,251,276,253,393,126,417,280,445,145,53,189,280,253,0.4,100.9,0
3767053,CHUCKLES & BURDEN,267,68,0,386,331,445,247,267,145,393,251,370,253,45,151,280,136,357,28,56,280,253,0.3,101.1,0
1296227,BK Framfall,266,86,0,388,45103,213,357,246,267,253,370,391,393,280,257,480,454,28,145,131,253,280,0.0,101.1,0
2570779,Gatecrashers,266,67,0,388,3584,468,355,267,115,220,126,251,298,256,280,306,154,11,412,480,280,306,0.0,100.9,0
4266411,Salahuakbar,266,61,0,388,1135,260,357,267,247,251,370,253,393,437,151,280,155,141,56,145,253,251,0.0,101.4,0
458105,AAA مزجنجى #22,266,62,0,391,1528,260,286,247,71,164,393,251,253,437,280,177,400,403,392,116,280,177,0.2,101.3,1
478905,Molls Misfits,266,55,0,391,331,24,427,115,247,253,276,78,76,43,372,280,47,451,138,145,280,372,0.5,100.1,1
482384,Colonel Getafe,266,57,0,391,484,260,286,267,247,253,370,393,251,280,151,258,490,332,458,145,280,253,0.0,101.5,1
646950,Craving Cottage Pie,266,47,0,391,65,154,247,267,286,276,393,253,125,417,280,257,445,131,145,335,280,253,0.5,100.7,1
670461,Breen Machine MKII,266,48,0,391,88,260,267,247,72,393,253,18,251,258,280,151,136,145,95,56,280,253,0.9,100.6,2
1068865,Vital Stars,266,66,0,391,3336,468,116,286,247,18,393,251,364,151,280,417,155,142,432,28,280,251,0.0,100.9,1
1147758,Lallana man,266,65,0,391,2408,260,247,291,267,221,393,251,253,433,280,417,454,480,145,182,280,253,0.0,101.5,2
1155791,Daje,266,56,0,391,410,260,245,115,267,253,18,393,251,280,151,45,155,95,145,56,280,253,0.5,101.1,1
1198038,Resistance,266,66,0,391,2891,260,378,247,115,267,253,302,393,280,257,43,190,433,145,339,280,253,0.6,101.0,1
1463540,saminator,266,83,0,391,34019,468,162,357,115,251,365,391,18,480,43,372,135,9,478,72,251,372,1.8,99.2,0
2392227,Setan merah jambu fc,266,51,0,391,157,260,28,246,72,115,433,393,251,43,280,151,47,295,184,245,280,251,0.0,100.9,2
2526184,Silva lining,266,51,0,391,157,400,247,72,267,433,18,393,253,151,280,257,445,184,28,145,280,253,0.0,101.0,0
3253707,Gamle Finte,266,50,0,391,134,260,267,247,483,251,393,233,253,280,43,177,155,56,138,145,280,253,1.5,99.9,0
3282215,Salah Dodgers,266,65,0,391,2408,260,247,291,267,221,393,251,253,433,417,280,454,480,145,182,280,253,0.0,101.5,2
3519204,Eresae,266,61,0,391,1253,260,247,359,115,251,393,253,459,433,417,280,25,32,151,52,280,253,0.2,101.0,2
3744514,Team Bekerell,266,64,0,391,2072,260,247,357,115,253,433,393,125,280,257,151,136,335,416,28,280,253,0.3,100.4,0
680,Sarri not Seri,266,64,0,407,2072,400,286,247,267,253,251,370,393,258,280,45,445,149,95,138,280,253,0.1,101.4,1
51591,Winter Is Coming<٠٠>,266,57,0,407,484,24,245,115,267,393,251,253,275,43,437,280,25,131,145,138,280,275,0.3,101.2,0
71810,Boca Juniors,266,57,0,407,484,260,267,157,247,392,253,251,18,393,151,280,190,143,145,107,280,253,0.0,101.6,0
90623,Mo Mane for Mee,266,75,0,407,12342,88,247,267,286,253,251,370,432,45,280,480,328,145,27,131,253,280,0.9,100.5,0
317371,@chris_taylor_4,266,60,0,407,1126,282,247,267,380,276,233,251,253,393,280,417,136,95,145,189,280,276,0.2,101.2,1
327400,Wydad Lionz,266,75,0,407,13370,445,115,245,267,225,253,276,251,280,417,480,155,433,423,145,280,253,1.5,99.9,1
367503,Mevoo,266,59,0,407,872,154,115,267,247,433,18,393,253,189,280,417,136,140,93,295,280,253,0.0,101.3,1
418298,SLABHEAD XI,266,61,0,407,1135,260,113,247,267,253,432,251,393,392,280,480,190,95,7,189,280,251,1.5,99.7,1
