ID,First Name,Second Name,Team,Gameweek Pts,Gameweek price change,Gameweek net transfer,Fixture1,Fixture2,Fixture3,Fixture4,Fixture5,Total Difficulty,Average Difficulty
27,Steve,Cook,Bournemouth,1,0,19053,"CHE,4","LEI,3","BUR,3","CRY,2","WAT,3",15,3.0
28,Charlie,Daniels,Bournemouth,1,0,-40407,"CHE,4","LEI,3","BUR,3","CRY,2","WAT,3",15,3.0
29,Adam,Smith,Bournemouth,-2,0,-3725,"CHE,4","LEI,3","BUR,3","CRY,2","WAT,3",15,3.0
30,Tyrone,Mings,Bournemouth,0,-1,-435,"CHE,4","LEI,3","BUR,3","CRY,2","WAT,3",15,3.0
31,Nathan,Aké,Bournemouth,8,0,13518,"CHE,4","LEI,3","BUR,3","CRY,2","WAT,3",15,3.0
32,Jack,Simpson,Bournemouth,0,0,-9753,"CHE,4","LEI,3","BUR,3","CRY,2","WAT,3",15,3.0
34,Marc,Pugh,Bournemouth,0,-1,-801,"CHE,4","LEI,3","BUR,3","CRY,2","WAT,3",15,3.0
35,Andrew,Surman,Bournemouth,2,0,-1039,"CHE,4","LEI,3","BUR,3","CRY,2","WAT,3",15,3.0
36,Junior,Stanislas,Bournemouth,0,0,-121,"CHE,4","LEI,3","BUR,3","CRY,2","WAT,3",15,3.0
37,Dan,Gosling,Bournemouth,2,0,-172,"CHE,4","LEI,3","BUR,3","CRY,2","WAT,3",15,3.0
38,Jordon,Ibe,Bournemouth,1,0,-1242,"CHE,4","LEI,3","BUR,3","CRY,2","WAT,3",15,3.0
39,Lewis,Cook,Bournemouth,1,0,-647,"CHE,4","LEI,3","BUR,3","CRY,2","WAT,3",15,3.0
40,Ryan,Fraser,Bournemouth,2,0,9947,"CHE,4","LEI,3","BUR,3","CRY,2","WAT,3",15,3.0
41,Emerson,Hyndman,Bournemouth,0,0,-140,"CHE,4","LEI,3","BUR,3","CRY,2","WAT,3",15,3.0
42,David,Brooks,Bournemouth,2,0,-34,"CHE,4","LEI,3","BUR,3","CRY,2","WAT,3",15,3.0
43,Callum,Wilson,Bournemouth,8,0,90404,"CHE,4","LEI,3","BUR,3","CRY,2","WAT,3",15,3.0
44,Lys,Mousset,Bournemouth,1,0,-711,"CHE,4","LEI,3","BUR,3","CRY,2","WAT,3",15,3.0
45,Joshua,King,Bournemouth,9,0,-8260,"CHE,4","LEI,3","BUR,3","CRY,2","WAT,3",15,3.0
46,Jermain,Defoe,Bournemouth,0,0,-3574,"CHE,4","LEI,3","BUR,3","CRY,2","WAT,3",15,3.0
473,Diego,Rico,Bournemouth,0,0,-9,"CHE,4","LEI,3","BUR,3","CRY,2","WAT,3",15,3.0
494,Jefferson,Lerma,Bournemouth,0,0,-280,"CHE,4","LEI,3","BUR,3","CRY,2","WAT,3",15,3.0
47,Mathew,Ryan,Brighton,4,0,-1015,"FUL,2","SOU,2","TOT,4","MCI,5","WHU,2",15,3.0
48,Lewis,Dunk,Brighton,0,-1,-10634,"FUL,2","SOU,2","TOT,4","MCI,5","WHU,2",15,3.0
49,Shane,Duffy,Brighton,2,0,4414,"FUL,2","SOU,2","TOT,4","MCI,5","WHU,2",15,3.0
50,Bruno,Saltor Grau,Brighton,0,-1,-706,"FUL,2","SOU,2","TOT,4","MCI,5","WHU,2",15,3.0
51,Gaëtan,Bong,Brighton,2,0,253,"FUL,2","SOU,2","TOT,4","MCI,5","WHU,2",15,3.0
52,Markus,Suttner,Brighton,0,0,-15312,"FUL,2","SOU,2","TOT,4","MCI,5","WHU,2",15,3.0
53,Ezequiel,Schelotto,Brighton,0,0,-4474,"FUL,2","SOU,2","TOT,4","MCI,5","WHU,2",15,3.0
54,Leon,Balogun,Brighton,1,0,323,"FUL,2","SOU,2","TOT,4","MCI,5","WHU,2",15,3.0
55,Anthony,Knockaert,Brighton,2,0,1462,"FUL,2","SOU,2","TOT,4","MCI,5","WHU,2",15,3.0
56,Dale,Stephens,Brighton,2,0,-13570,"FUL,2","SOU,2","TOT,4","MCI,5","WHU,2",15,3.0
57,Beram,Kayal,Brighton,0,0,-182,"FUL,2","SOU,2","TOT,4","MCI,5","WHU,2",15,3.0
58,Solomon,March,Brighton,2,0,929,"FUL,2","SOU,2","TOT,4","MCI,5","WHU,2",15,3.0
59,Pascal,Groß,Brighton,1,0,-4471,"FUL,2","SOU,2","TOT,4","MCI,5","WHU,2",15,3.0
60,Davy,Pröpper,Brighton,2,0,-112,"FUL,2","SOU,2","TOT,4","MCI,5","WHU,2",15,3.0
61,José Heriberto,Izquierdo Mena,Brighton,0,0,-547,"FUL,2","SOU,2","TOT,4","MCI,5","WHU,2",15,3.0
62,Glenn,Murray,Brighton,2,0,2437,"FUL,2","SOU,2","TOT,4","MCI,5","WHU,2",15,3.0
63,Tomer,Hemed,Brighton,0,0,-1130,"FUL,2","SOU,2","TOT,4","MCI,5","WHU,2",15,3.0
64,Sam,Baldock,Brighton,0,0,-1084,"FUL,2","SOU,2","TOT,4","MCI,5","WHU,2",15,3.0
65,Jürgen,Locadia,Brighton,1,0,-259,"FUL,2","SOU,2","TOT,4","MCI,5","WHU,2",15,3.0
66,Florin,Andone,Brighton,0,0,-269,"FUL,2","SOU,2","TOT,4","MCI,5","WHU,2",15,3.0
179,David,Button,Brighton,0,0,-242,"FUL,2","SOU,2","TOT,4","MCI,5","WHU,2",15,3.0
439,Jason,Steele,Brighton,0,0,342,"FUL,2","SOU,2","TOT,4","MCI,5","WHU,2",15,3.0
440,Bernardo,Fernandes da Silva Junior,Brighton,0,0,-589,"FUL,2","SOU,2","TOT,4","MCI,5","WHU,2",15,3.0
466,Yves,Bissouma,Brighton,2,0,17,"FUL,2","SOU,2","TOT,4","MCI,5","WHU,2",15,3.0
476,Alireza,Jahanbakhsh,Brighton,1,0,-2683,"FUL,2","SOU,2","TOT,4","MCI,5","WHU,2",15,3.0
503,Martín,Montoya,Brighton,2,0,368,"FUL,2","SOU,2","TOT,4","MCI,5","WHU,2",15,3.0
67,Tom,Heaton,Burnley,0,0,-247,"MUN,4","WOL,2","BOU,3","CAR,2","HUD,2",13,2.6
68,Nick,Pope,Burnley,0,0,-1028,"MUN,4","WOL,2","BOU,3","CAR,2","HUD,2",13,2.6
69,Matthew,Lowton,Burnley,0,0,-4410,"MUN,4","WOL,2","BOU,3","CAR,2","HUD,2",13,2.6
70,Ben,Mee,Burnley,3,0,-14852,"MUN,4","WOL,2","BOU,3","CAR,2","HUD,2",13,2.6
71,Stephen,Ward,Burnley,1,0,-9100,"MUN,4","WOL,2","BOU,3","CAR,2","HUD,2",13,2.6
72,James,Tarkowski,Burnley,5,0,5703,"MUN,4","WOL,2","BOU,3","CAR,2","HUD,2",13,2.6
73,Kevin,Long,Burnley,0,0,-2465,"MUN,4","WOL,2","BOU,3","CAR,2","HUD,2",13,2.6
74,Charlie,Taylor,Burnley,1,0,-544,"MUN,4","WOL,2","BOU,3","CAR,2","HUD,2",13,2.6
75,Phil,Bardsley,Burnley,0,-1,-469,"MUN,4","WOL,2","BOU,3","CAR,2","HUD,2",13,2.6
76,Johann Berg,Gudmundsson,Burnley,1,0,-11064,"MUN,4","WOL,2","BOU,3","CAR,2","HUD,2",13,2.6
77,Steven,Defour,Burnley,0,0,-46,"MUN,4","WOL,2","BOU,3","CAR,2","HUD,2",13,2.6
78,Jeff,Hendrick,Burnley,7,0,637,"MUN,4","WOL,2","BOU,3","CAR,2","HUD,2",13,2.6
79,Robbie,Brady,Burnley,0,0,-97,"MUN,4","WOL,2","BOU,3","CAR,2","HUD,2",13,2.6
80,Ashley,Westwood,Burnley,2,0,12352,"MUN,4","WOL,2","BOU,3","CAR,2","HUD,2",13,2.6
81,Jonathan,Walters,Burnley,0,0,-182,"MUN,4","WOL,2","BOU,3","CAR,2","HUD,2",13,2.6
82,Jack,Cork,Burnley,2,-1,-2647,"MUN,4","WOL,2","BOU,3","CAR,2","HUD,2",13,2.6
83,Aaron,Lennon,Burnley,2,0,-764,"MUN,4","WOL,2","BOU,3","CAR,2","HUD,2",13,2.6
84,Sam,Vokes,Burnley,1,-1,-3762,"MUN,4","WOL,2","BOU,3","CAR,2","HUD,2",13,2.6
85,Ashley,Barnes,Burnley,1,0,-3907,"MUN,4","WOL,2","BOU,3","CAR,2","HUD,2",13,2.6
86,Nahki,Wells,Burnley,0,0,-9014,"MUN,4","WOL,2","BOU,3","CAR,2","HUD,2",13,2.6
87,Chris,Wood,Burnley,2,0,-2471,"MUN,4","WOL,2","BOU,3","CAR,2","HUD,2",13,2.6
485,Anders,Lindegaard,Burnley,0,0,-233,"MUN,4","WOL,2","BOU,3","CAR,2","HUD,2",13,2.6
490,Joe,Hart,Burnley,2,0,-5799,"MUN,4","WOL,2","BOU,3","CAR,2","HUD,2",13,2.6
491,Ben,Gibson,Burnley,0,-1,-1089,"MUN,4","WOL,2","BOU,3","CAR,2","HUD,2",13,2.6
495,Matej,Vydra,Burnley,0,0,-353,"MUN,4","WOL,2","BOU,3","CAR,2","HUD,2",13,2.6
33,Harry,Arter,Cardiff,2,0,-386,"ARS,4","CHE,4","MCI,5","BUR,3","TOT,4",20,4.0
88,Neil,Etheridge,Cardiff,6,1,62969,"ARS,4","CHE,4","MCI,5","BUR,3","TOT,4",20,4.0
89,Alex,Smithies,Cardiff,0,-1,-204,"ARS,4","CHE,4","MCI,5","BUR,3","TOT,4",20,4.0
90,Sean,Morrison,Cardiff,6,0,-744,"ARS,4","CHE,4","MCI,5","BUR,3","TOT,4",20,4.0
91,Sol,Bamba,Cardiff,8,0,8758,"ARS,4","CHE,4","MCI,5","BUR,3","TOT,4",20,4.0
92,Bruno,Ecuele Manga,Cardiff,6,0,544,"ARS,4","CHE,4","MCI,5","BUR,3","TOT,4",20,4.0
93,Matthew,Connolly,Cardiff,0,0,-3155,"ARS,4","CHE,4","MCI,5","BUR,3","TOT,4",20,4.0
94,Joe,Bennett,Cardiff,6,0,4464,"ARS,4","CHE,4","MCI,5","BUR,3","TOT,4",20,4.0
95,Lee,Peltier,Cardiff,0,0,-13748,"ARS,4","CHE,4","MCI,5","BUR,3","TOT,4",20,4.0
96,Ashley Darel Jazz,Richards,Cardiff,0,0,-1529,"ARS,4","CHE,4","MCI,5","BUR,3","TOT,4",20,4.0
97,Greg,Halford,Cardiff,0,0,-50,"ARS,4","CHE,4","MCI,5","BUR,3","TOT,4",20,4.0
98,Joe,Ralls,Cardiff,3,0,548,"ARS,4","CHE,4","MCI,5","BUR,3","TOT,4",20,4.0
99,David Junior,Hoilett,Cardiff,0,0,-1783,"ARS,4","CHE,4","MCI,5","BUR,3","TOT,4",20,4.0
100,Nathaniel,Mendez-Laing,Cardiff,1,-1,-376,"ARS,4","CHE,4","MCI,5","BUR,3","TOT,4",20,4.0
101,Callum,Paterson,Cardiff,3,0,-393,"ARS,4","CHE,4","MCI,5","BUR,3","TOT,4",20,4.0
102,Aron,Gunnarsson,Cardiff,0,-1,-3271,"ARS,4","CHE,4","MCI,5","BUR,3","TOT,4",20,4.0
103,Anthony,Pilkington,Cardiff,0,-1,173,"ARS,4","CHE,4","MCI,5","BUR,3","TOT,4",20,4.0
104,Loïc,Damour,Cardiff,0,0,-161,"ARS,4","CHE,4","MCI,5","BUR,3","TOT,4",20,4.0
105,Danny,Ward,Cardiff,1,0,-579,"ARS,4","CHE,4","MCI,5","BUR,3","TOT,4",20,4.0
106,Josh,Murphy,Cardiff,3,-1,-391,"ARS,4","CHE,4","MCI,5","BUR,3","TOT,4",20,4.0
107,Kenneth,Zohore,Cardiff,1,0,-1392,"ARS,4","CHE,4","MCI,5","BUR,3","TOT,4",20,4.0
108,Omar,Bogle,Cardiff,0,0,-743,"ARS,4","CHE,4","MCI,5","BUR,3","TOT,4",20,4.0
109,Gary,Madine,Cardiff,0,0,-2900,"ARS,4","CHE,4","MCI,5","BUR,3","TOT,4",20,4.0
110,Bobby,Reid,Cardiff,1,-1,-3716,"ARS,4","CHE,4","MCI,5","BUR,3","TOT,4",20,4.0
467,Greg,Cunninghamm,Cardiff,0,0,-224,"ARS,4","CHE,4","MCI,5","BUR,3","TOT,4",20,4.0
504,Víctor,Camarasa,Cardiff,3,0,786,"ARS,4","CHE,4","MCI,5","BUR,3","TOT,4",20,4.0
111,Thibaut,Courtois,Chelsea,0,0,-2595,"BOU,3","CAR,2","WHU,3","LIV,4","SOU,2",14,2.8
112,Willy,Caballero,Chelsea,0,0,-312,"BOU,3","CAR,2","WHU,3","LIV,4","SOU,2",14,2.8
113,César,Azpilicueta,Chelsea,2,0,-33824,"BOU,3","CAR,2","WHU,3","LIV,4","SOU,2",14,2.8
114,Gary,Cahill,Chelsea,0,0,-4258,"BOU,3","CAR,2","WHU,3","LIV,4","SOU,2",14,2.8
115,Marcos,Alonso,Chelsea,11,1,191816,"BOU,3","CAR,2","WHU,3","LIV,4","SOU,2",14,2.8
116,David,Luiz Moreira Marinho,Chelsea,2,0,-7355,"BOU,3","CAR,2","WHU,3","LIV,4","SOU,2",14,2.8
117,Victor,Moses,Chelsea,0,0,-13084,"BOU,3","CAR,2","WHU,3","LIV,4","SOU,2",14,2.8
118,Antonio,Rüdiger,Chelsea,2,0,-4242,"BOU,3","CAR,2","WHU,3","LIV,4","SOU,2",14,2.8
119,Andreas,Christensen,Chelsea,0,0,-3614,"BOU,3","CAR,2","WHU,3","LIV,4","SOU,2",14,2.8
120,Davide,Zappacosta,Chelsea,0,0,-867,"BOU,3","CAR,2","WHU,3","LIV,4","SOU,2",14,2.8
121,Emerson,Palmieri dos Santos,Chelsea,0,0,-452,"BOU,3","CAR,2","WHU,3","LIV,4","SOU,2",14,2.8
122,Eden,Hazard,Chelsea,8,1,64690,"BOU,3","CAR,2","WHU,3","LIV,4","SOU,2",14,2.8
123,Cesc,Fàbregas,Chelsea,0,-1,-2769,"BOU,3","CAR,2","WHU,3","LIV,4","SOU,2",14,2.8
124,Willian,Borges Da Silva,Chelsea,1,0,-41957,"BOU,3","CAR,2","WHU,3","LIV,4","SOU,2",14,2.8
125,Pedro,Rodríguez Ledesma,Chelsea,3,0,86228,"BOU,3","CAR,2","WHU,3","LIV,4","SOU,2",14,2.8
126,N'Golo,Kanté,Chelsea,2,0,-10121,"BOU,3","CAR,2","WHU,3","LIV,4","SOU,2",14,2.8
127,Ross,Barkley,Chelsea,1,0,-1953,"BOU,3","CAR,2","WHU,3","LIV,4","SOU,2",14,2.8
128,Daniel,Drinkwater,Chelsea,0,0,-514,"BOU,3","CAR,2","WHU,3","LIV,4","SOU,2",14,2.8
129,Tiemoué,Bakayoko,Chelsea,0,0,-816,"BOU,3","CAR,2","WHU,3","LIV,4","SOU,2",14,2.8
130,Ethan,Ampadu,Chelsea,0,0,-151,"BOU,3","CAR,2","WHU,3","LIV,4","SOU,2",14,2.8
131,Callum,Hudson-Odoi,Chelsea,0,0,-6429,"BOU,3","CAR,2","WHU,3","LIV,4","SOU,2",14,2.8
132,Ruben,Loftus-Cheek,Chelsea,0,0,-3504,"BOU,3","CAR,2","WHU,3","LIV,4","SOU,2",14,2.8
133,Olivier,Giroud,Chelsea,1,0,-8675,"BOU,3","CAR,2","WHU,3","LIV,4","SOU,2",14,2.8
134,Álvaro,Morata,Chelsea,2,0,-7145,"BOU,3","CAR,2","WHU,3","LIV,4","SOU,2",14,2.8
459,Jorge Luiz,Frello Filho,Chelsea,2,0,10320,"BOU,3","CAR,2","WHU,3","LIV,4","SOU,2",14,2.8
496,Tammy,Abraham,Chelsea,0,0,-493,"BOU,3","CAR,2","WHU,3","LIV,4","SOU,2",14,2.8
498,Kepa,Arrizabalaga,Chelsea,2,0,-634,"BOU,3","CAR,2","WHU,3","LIV,4","SOU,2",14,2.8
499,Mateo,Kovacic,Chelsea,2,0,-1617,"BOU,3","CAR,2","WHU,3","LIV,4","SOU,2",14,2.8
135,Wayne,Hennessey,Crystal Palace,2,0,15788,"SOU,2","HUD,2","NEW,3","BOU,3","WOL,2",12,2.4
136,Julian,Speroni,Crystal Palace,0,0,-13533,"SOU,2","HUD,2","NEW,3","BOU,3","WOL,2",12,2.4
137,Vicente,Guaita,Crystal Palace,0,0,-434,"SOU,2","HUD,2","NEW,3","BOU,3","WOL,2",12,2.4
138,James,Tomkins,Crystal Palace,0,0,-37469,"SOU,2","HUD,2","NEW,3","BOU,3","WOL,2",12,2.4
139,Scott,Dann,Crystal Palace,0,0,-29,"SOU,2","HUD,2","NEW,3","BOU,3","WOL,2",12,2.4
140,Martin,Kelly,Crystal Palace,1,0,-7872,"SOU,2","HUD,2","NEW,3","BOU,3","WOL,2",12,2.4
141,Jeffrey,Schlupp,Crystal Palace,1,0,12249,"SOU,2","HUD,2","NEW,3","BOU,3","WOL,2",12,2.4
142,Patrick,van Aanholt,Crystal Palace,1,0,-9484,"SOU,2","HUD,2","NEW,3","BOU,3","WOL,2",12,2.4
143,Mamadou,Sakho,Crystal Palace,3,0,-289,"SOU,2","HUD,2","NEW,3","BOU,3","WOL,2",12,2.4
144,Jairo,Riedewald,Crystal Palace,0,-1,-180,"SOU,2","HUD,2","NEW,3","BOU,3","WOL,2",12,2.4
145,Aaron,Wan-Bissaka,Crystal Palace,0,0,46012,"SOU,2","HUD,2","NEW,3","BOU,3","WOL,2",12,2.4
146,Jason,Puncheon,Crystal Palace,0,-1,-1489,"SOU,2","HUD,2","NEW,3","BOU,3","WOL,2",12,2.4
147,James,McArthur,Crystal Palace,2,0,-2738,"SOU,2","HUD,2","NEW,3","BOU,3","WOL,2",12,2.4
148,Bakary,Sako,Crystal Palace,0,0,-110,"SOU,2","HUD,2","NEW,3","BOU,3","WOL,2",12,2.4
149,Andros,Townsend,Crystal Palace,2,-1,-2644,"SOU,2","HUD,2","NEW,3","BOU,3","WOL,2",12,2.4
150,Luka,Milivojevic,Crystal Palace,2,0,-24351,"SOU,2","HUD,2","NEW,3","BOU,3","WOL,2",12,2.4
151,Wilfried,Zaha,Crystal Palace,5,0,34496,"SOU,2","HUD,2","NEW,3","BOU,3","WOL,2",12,2.4
152,Christian,Benteke,Crystal Palace,2,0,-2914,"SOU,2","HUD,2","NEW,3","BOU,3","WOL,2",12,2.4
153,Alexander,Sørloth,Crystal Palace,1,0,-467,"SOU,2","HUD,2","NEW,3","BOU,3","WOL,2",12,2.4
412,Cheikhou,Kouyaté,Crystal Palace,0,0,-1579,"SOU,2","HUD,2","NEW,3","BOU,3","WOL,2",12,2.4
441,Joel,Ward,Crystal Palace,1,-1,-261,"SOU,2","HUD,2","NEW,3","BOU,3","WOL,2",12,2.4
442,Jaroslaw,Jach,Crystal Palace,0,0,-139,"SOU,2","HUD,2","NEW,3","BOU,3","WOL,2",12,2.4
443,Pape,Souaré,Crystal Palace,0,0,-631,"SOU,2","HUD,2","NEW,3","BOU,3","WOL,2",12,2.4
444,Connor,Wickham,Crystal Palace,0,0,-429,"SOU,2","HUD,2","NEW,3","BOU,3","WOL,2",12,2.4
477,Sullay,Kaikai,Crystal Palace,0,-1,7,"SOU,2","HUD,2","NEW,3","BOU,3","WOL,2",12,2.4
486,Max,Meyer,Crystal Palace,3,0,-499,"SOU,2","HUD,2","NEW,3","BOU,3","WOL,2",12,2.4
505,Jordan,Ayew,Crystal Palace,0,-1,-1772,"SOU,2","HUD,2","NEW,3","BOU,3","WOL,2",12,2.4
154,Jordan,Pickford,Everton,2,0,-25961,"HUD,2","WHU,2","ARS,4","FUL,2","LEI,3",13,2.6
155,Maarten,Stekelenburg,Everton,0,0,-2208,"HUD,2","WHU,2","ARS,4","FUL,2","LEI,3",13,2.6
156,Leighton,Baines,Everton,1,0,-2702,"HUD,2","WHU,2","ARS,4","FUL,2","LEI,3",13,2.6
157,Seamus,Coleman,Everton,1,-1,-7016,"HUD,2","WHU,2","ARS,4","FUL,2","LEI,3",13,2.6
158,Phil,Jagielka,Everton,0,0,-3232,"HUD,2","WHU,2","ARS,4","FUL,2","LEI,3",13,2.6
159,Ashley,Williams,Everton,0,0,-381,"HUD,2","WHU,2","ARS,4","FUL,2","LEI,3",13,2.6
160,Mason,Holgate,Everton,1,0,1976,"HUD,2","WHU,2","ARS,4","FUL,2","LEI,3",13,2.6
161,Jonjoe,Kenny,Everton,0,0,-649,"HUD,2","WHU,2","ARS,4","FUL,2","LEI,3",13,2.6
162,Michael,Keane,Everton,10,0,-23772,"HUD,2","WHU,2","ARS,4","FUL,2","LEI,3",13,2.6
163,Cuco,Martina,Everton,0,0,-635,"HUD,2","WHU,2","ARS,4","FUL,2","LEI,3",13,2.6
164,Theo,Walcott,Everton,7,2,447758,"HUD,2","WHU,2","ARS,4","FUL,2","LEI,3",13,2.6
165,Yannick,Bolasie,Everton,0,0,-2289,"HUD,2","WHU,2","ARS,4","FUL,2","LEI,3",13,2.6
166,James,McCarthy,Everton,0,0,-82,"HUD,2","WHU,2","ARS,4","FUL,2","LEI,3",13,2.6
167,Morgan,Schneiderlin,Everton,0,0,-9919,"HUD,2","WHU,2","ARS,4","FUL,2","LEI,3",13,2.6
168,Idrissa,Gueye,Everton,1,0,-1219,"HUD,2","WHU,2","ARS,4","FUL,2","LEI,3",13,2.6
169,Tom,Davies,Everton,2,0,-372,"HUD,2","WHU,2","ARS,4","FUL,2","LEI,3",13,2.6
170,Ademola,Lookman,Everton,0,0,-648,"HUD,2","WHU,2","ARS,4","FUL,2","LEI,3",13,2.6
171,Davy,Klaassen,Everton,0,0,-30,"HUD,2","WHU,2","ARS,4","FUL,2","LEI,3",13,2.6
172,Gylfi,Sigurdsson,Everton,4,0,34,"HUD,2","WHU,2","ARS,4","FUL,2","LEI,3",13,2.6
173,Nikola,Vlasic,Everton,0,0,-94,"HUD,2","WHU,2","ARS,4","FUL,2","LEI,3",13,2.6
174,Beni,Baningime,Everton,0,0,-149,"HUD,2","WHU,2","ARS,4","FUL,2","LEI,3",13,2.6
175,Dominic,Calvert-Lewin,Everton,1,0,-3908,"HUD,2","WHU,2","ARS,4","FUL,2","LEI,3",13,2.6
176,Oumar,Niasse,Everton,0,0,-4057,"HUD,2","WHU,2","ARS,4","FUL,2","LEI,3",13,2.6
177,Cenk,Tosun,Everton,4,0,-4629,"HUD,2","WHU,2","ARS,4","FUL,2","LEI,3",13,2.6
393,Richarlison,de Andrade,Everton,-2,-1,-673933,"HUD,2","WHU,2","ARS,4","FUL,2","LEI,3",13,2.6
469,Kevin,Mirallas,Everton,0,0,-68,"HUD,2","WHU,2","ARS,4","FUL,2","LEI,3",13,2.6
470,Sandro,Ramírez,Everton,0,0,-906,"HUD,2","WHU,2","ARS,4","FUL,2","LEI,3",13,2.6
484,Lucas,Digne,Everton,0,0,-10990,"HUD,2","WHU,2","ARS,4","FUL,2","LEI,3",13,2.6
506,Yerry,Mina,Everton,0,0,-7171,"HUD,2","WHU,2","ARS,4","FUL,2","LEI,3",13,2.6
507,Bernard,Anício Caldeira Duarte,Everton,1,0,20,"HUD,2","WHU,2","ARS,4","FUL,2","LEI,3",13,2.6
508,André Filipe,Tavares Gomes,Everton,0,0,-1304,"HUD,2","WHU,2","ARS,4","FUL,2","LEI,3",13,2.6
526,Kurt,Zouma,Everton,1,0,673,"HUD,2","WHU,2","ARS,4","FUL,2","LEI,3",13,2.6
528,Kieran,Dowell,Everton,0,0,29,"HUD,2","WHU,2","ARS,4","FUL,2","LEI,3",13,2.6
9,Calum,Chambers,Fulham,1,0,-4295,"BHA,3","MCI,5","WAT,2","EVE,3","ARS,4",17,3.4
178,Marcus,Bettinelli,Fulham,0,-1,-343,"BHA,3","MCI,5","WAT,2","EVE,3","ARS,4",17,3.4
180,Tim,Ream,Fulham,0,0,-1011,"BHA,3","MCI,5","WAT,2","EVE,3","ARS,4",17,3.4
181,Denis,Odoi,Fulham,1,0,-209,"BHA,3","MCI,5","WAT,2","EVE,3","ARS,4",17,3.4
182,Tom,Cairney,Fulham,5,0,-2652,"BHA,3","MCI,5","WAT,2","EVE,3","ARS,4",17,3.4
183,Kevin,McDonald,Fulham,2,0,-519,"BHA,3","MCI,5","WAT,2","EVE,3","ARS,4",17,3.4
184,Ryan,Sessegnon,Fulham,1,0,-34287,"BHA,3","MCI,5","WAT,2","EVE,3","ARS,4",17,3.4
